,Name,Score,Numberofscore,Review,Link,Addr1,Addr2,Typename,Latitude,Longtitude,Typenum,Dong,Challenge,Totalscore
412,신당동즉석떡볶이,4.0,1,2,https://place.map.kakao.com/21412773,서울 노원구 석계로9길 47,월계동 482-1,떡볶이,37.6162801,127.062048,0,B,0,5.2
363,롯데리아 석계점,1.8,9,0,https://place.map.kakao.com/7857648,서울 노원구 화랑로 325,월계동 50-29,패스트푸드,37.6149164,127.0640383,3,B,0,4.86
313,진정성담은양평가,3.0,2,32,https://place.map.kakao.com/1876792092,서울 노원구 석계로1길 14 2층,월계동 56-8,해장국,37.61551130000001,127.0639527,0,B,0,4.5
390,빈대주막 석계점,3.0,2,4,https://place.map.kakao.com/16053856,서울 노원구 석계로1길 10,월계동 58-2,"호프,요리주점",37.6155882,127.0640979,5,B,0,4.5
368,용궁중화요리,2.0,7,9,https://place.map.kakao.com/8458383,서울 노원구 월계로 325,월계2동 600,중화요리,37.6291182,127.0559661,1,B,0,4.2
395,KFC 월계이마트점,2.0,7,0,https://place.map.kakao.com/8014030,서울 노원구 마들로3길 15 2층,월계동 333-1,패스트푸드,37.62644,127.0619091,3,B,0,4.2
425,싸다김밥,2.2,6,3,https://place.map.kakao.com/1385352415,서울 노원구 광운로 65,월계동 383-25,한식,37.6231314,127.0599841,0,B,0,3.96
373,써브웨이 광운대역점,2.0,6,7,https://place.map.kakao.com/2024470096,서울 노원구 광운로 57,월계동 383-16,샌드위치,37.622599,127.0595456,3,B,0,3.6
376,메가커피 석계역점,1.7,7,1,https://place.map.kakao.com/931744501,서울 노원구 화랑로 337 1층 103호,월계동 46-1,커피전문점,37.6152064,127.0651538,4,B,0,3.57
418,락궁,2.0,4,5,https://place.map.kakao.com/8314850,서울 노원구 마들로 31 그랑빌 아파트 주상가 2층,월계3동 18,중화요리,37.6176466,127.0685939,1,B,0,2.4
448,60계 월계점,2.3,3,4,https://place.map.kakao.com/27607636,서울 노원구 마들로 31 한진한화그랑빌 주상가 지하1층,월계동 18-1,치킨,37.6158231,127.0688466,0,B,0,2.07
355,싱싱오징어바다 석계역점,2.0,3,14,https://place.map.kakao.com/19839143,서울 노원구 석계로 14,월계동 61-8,"해물,생선",37.6160108,127.0645547,0,B,0,1.8
420,설빙 서울광운대점,2.0,3,1,https://place.map.kakao.com/530741465,서울 노원구 광운로 25 2층,월계동 465-21,디저트카페,37.6200275,127.058196,4,B,0,1.8
433,춘천닭갈비,1.3,4,6,https://place.map.kakao.com/16501039,서울 노원구 석계로 11,월계동 62-3,닭요리,37.6158031,127.0643851,0,B,0,1.56
441,이디야커피 석계역점,1.3,4,1,https://place.map.kakao.com/16879086,서울 노원구 석계로3길 3,월계동 47-3,커피전문점,37.6155161,127.0643253,4,B,0,1.56
345,보리보리 옥선이시골밥상,1.7,3,5,https://place.map.kakao.com/11814895,서울 노원구 월계로55길 64,월계동 320-4,한식,37.633906,127.0596535,0,B,0,1.53
404,육회공작소 석계점,2.0,2,5,https://place.map.kakao.com/27264445,서울 노원구 석계로 16,월계동 64-10,"육류,고기",37.6162877,127.0644753,0,B,0,1.2
353,노란오빠생각,1.0,1,0,https://place.map.kakao.com/980550235,서울 노원구 화랑로 337,월계동 46-1,떡볶이,37.6152064,127.0651538,0,B,0,0.3
383,장수국수,1.0,1,17,https://place.map.kakao.com/24997619,서울 노원구 광운로 27,월계동 465-11,국수,37.6201787,127.0582915,0,B,0,0.3
444,날보러와요,1.0,1,3,https://place.map.kakao.com/27049063,서울 노원구 초안산로2라길 37,월계동 276-20,카페,37.63101899999999,127.058396,4,B,0,0.3
396,이디야커피 월계인덕점,0.0,0,1,https://place.map.kakao.com/1586230348,서울 노원구 광운로22길 39,월계동 290-1,커피전문점,37.6297806,127.0588105,4,B,0,0.0
417,홍콩반점0410 광운대동문점,0.0,0,1,https://place.map.kakao.com/1479862933,서울 노원구 석계로13길 23 부일빌딩 1층,월계동 429-6,중화요리,37.6201758,127.0615516,1,B,0,0.0
429,미스터피자 석계역점,0.0,0,0,https://place.map.kakao.com/44249129,서울 노원구 석계로1길 22 흥우빌딩 1층 105호,월계동 54-1,피자,37.6155313,127.0633986,3,B,0,0.0
434,착한족발 월계점,0.0,0,3,https://place.map.kakao.com/1377040460,서울 노원구 광운로 60 1층,월계동 383-27,"족발,보쌈",37.6226132,127.0599702,0,B,0,0.0
438,커피랑도서관 강북본점,0.0,0,3,https://place.map.kakao.com/623107528,서울 노원구 석계로 102 주원21빌딩 8층,월계동 413-1,북카페,37.6232317,127.0609242,4,B,0,0.0
151,감동식당,4.7,82,181,https://place.map.kakao.com/1317959049,서울 노원구 한글비석로47길 58 1층,상계동 434-49,갈비,37.6615836,127.0665469,0,C,1,578.1
160,숟가락반상 마실 노원점,4.2,65,39,https://place.map.kakao.com/1601456521,서울 노원구 노원로 412,상계동 318-1,한식,37.653374,127.0680991,0,C,1,354.9
163,털보고된이 본점,4.0,56,106,https://place.map.kakao.com/26086942,서울 노원구 노해로81길 22-22,상계동 332-3,"해물,생선",37.6558713,127.0637387,0,C,1,291.2
177,노원돈부리,4.4,42,59,https://place.map.kakao.com/709257368,서울 노원구 동일로 1343 동일프라자 101~103호,상계동 763-7,일식,37.6484591,127.0619869,2,C,1,240.24
250,쭈꾸미달인 직영2호점,4.4,34,58,https://place.map.kakao.com/18657479,서울 노원구 상계로5길 3,상계동 353-1,"해물,생선",37.6567642,127.0638464,0,C,1,194.48
182,썸머타이,4.1,34,47,https://place.map.kakao.com/89011711,서울 노원구 노해로75길 14-25 동신빌딩 1층,상계동 707-3,태국음식,37.6547297,127.0587472,5,C,1,181.22
166,72420 노원직영점,4.3,31,69,https://place.map.kakao.com/38006070,서울 노원구 동일로217가길 11 1층,상계동 733-2,베트남음식,37.6534006,127.0598701,5,C,1,173.29
170,위안바오,3.8,36,111,https://place.map.kakao.com/416374182,서울 노원구 동일로 1426,상계동 693,중식,37.6559099,127.0605366,1,C,1,164.16
199,홍익짬뽕 노원2호점,4.5,24,34,https://place.map.kakao.com/1365118901,서울 노원구 노해로83길 21,상계동 340-6,중화요리,37.6560722,127.0639515,1,C,1,162.0
153,로니로티 노원점,4.0,30,210,https://place.map.kakao.com/1010045527,서울 노원구 상계로 63-7 청우빌딩 2층 201호,상계동 603-8,양식,37.656501,127.0619072,3,C,1,156.0
173,풍성진감자탕,4.7,22,27,https://place.map.kakao.com/767594066,서울 노원구 노해로83길 10-11,상계동 326-2,감자탕,37.6559745,127.0649273,0,C,1,155.1
155,어글리스토브 노원역점,3.8,32,142,https://place.map.kakao.com/24658744,서울 노원구 노해로81길 12-21 3층,상계동 332-8,양식,37.6558247,127.0634196,3,C,1,145.92
162,땅코참숯구이 노원점,4.6,20,100,https://place.map.kakao.com/1572967845,서울 노원구 노해로85길 15-5,상계동 348-4,"육류,고기",37.6563426,127.0653296,0,C,1,138.0
152,강강술래 상계점,3.5,38,117,https://place.map.kakao.com/18536783,서울 노원구 동일로 1628 2층,상계동 1025-4,"육류,고기",37.6738242,127.0560348,0,C,1,133.0
176,샛별제과,4.6,19,47,https://place.map.kakao.com/1488538685,서울 노원구 상계로9길 23 101호,상계동 397-4,디저트카페,37.6582057,127.0660962,4,C,1,131.1
183,엄마손칼국수,3.9,26,52,https://place.map.kakao.com/16051532,서울 노원구 상계로39길 5,상계동 111-478,국수,37.6710563,127.0802156,0,C,1,121.68
204,현경양고기,4.4,21,68,https://place.map.kakao.com/1857841704,서울 노원구 상계로3길 21 202호,상계동 593-1,양꼬치,37.657176,127.0622614,1,C,1,120.12
210,맥도날드 상계DT점,3.7,28,13,https://place.map.kakao.com/26357904,서울 노원구 동일로 1612,상계동 1022,패스트푸드,37.6723948,127.056223,3,C,1,113.96
190,노원목고기집,4.6,16,46,https://place.map.kakao.com/16056109,서울 노원구 상계로 96,상계동 349-24,"육류,고기",37.65661,127.0655348,0,C,1,110.4
208,스타벅스 상계초교사거리점,4.7,15,25,https://place.map.kakao.com/1800821127,서울 노원구 노원로 449,상계동 372-16,커피전문점,37.65672259999999,127.0664411,4,C,1,105.75
262,카페멍스 노원점,4.2,18,6,https://place.map.kakao.com/552228863,서울 노원구 상계로5길 19 2층 201호,상계동 354-11,카페,37.6569224,127.0635645,4,C,1,98.28
218,피노키오냉면,3.8,20,64,https://place.map.kakao.com/13499443,서울 노원구 한글비석로 480 보람상가 2층,상계동 639,냉면,37.66624669999999,127.0649923,0,C,1,91.2
179,아웃백스테이크하우스 노원점,3.7,22,158,https://place.map.kakao.com/16997192,서울 노원구 동일로 1419,상계동 711-12,패밀리레스토랑,37.6552663,127.0598295,3,C,1,89.54
295,문지원의 열정스시,3.8,19,24,https://place.map.kakao.com/1179763443,서울 노원구 한글비석로 459 한보빌딩 1층,상계동 449-8,"초밥,롤",37.664031,127.0669209,2,C,1,86.64
192,비손샤브칼국수 수락산점,4.4,15,53,https://place.map.kakao.com/1012609060,서울 노원구 동일로 1660 2층 202호,상계동 1132-35,샤브샤브,37.6765234,127.0556617,0,C,1,85.8
205,독도게찜,3.7,21,76,https://place.map.kakao.com/432768483,서울 노원구 동일로242가길 50,상계동 1131-37,"게,대게",37.678088,127.0560556,0,C,1,85.47
214,이자와 노원점,3.7,21,29,https://place.map.kakao.com/1965352886,서울 노원구 상계로 76 정암빌딩 2층 201호,상계동 335,일식,37.656095,127.0634219,2,C,1,85.47
201,이규민달인보쌈집 본점,4.1,15,40,https://place.map.kakao.com/20018277,서울 노원구 동일로 1598 부흥빌딩 지하1층,상계동 964-5,"족발,보쌈",37.6710158,127.0563833,0,C,1,79.95
200,평양칼국수,3.2,33,32,https://place.map.kakao.com/9532967,서울 노원구 동일로 1652 1층,상계동 1119-24,국수,37.6756997,127.0555338,0,C,1,79.2
209,몽실디저트,4.3,14,55,https://place.map.kakao.com/1513264138,서울 노원구 상계로 51 노원프라자빌딩 1층 105호,상계동 693-1,"제과,베이커리",37.6559454,127.0608172,4,C,1,78.26
228,경성쭈꾸미,4.7,11,74,https://place.map.kakao.com/1541371104,서울 노원구 덕릉로 789 1층,상계동 101-180,"해물,생선",37.6675532,127.0787388,0,C,1,77.55
223,시골애 노원점,4.2,14,43,https://place.map.kakao.com/13122817,서울 노원구 상계로 64 가동 1층 1호,상계동 617,"해물,생선",37.6555926,127.0623312,0,C,1,76.44
245,신미방,3.9,16,12,https://place.map.kakao.com/628049731,서울 노원구 상계로 64,상계동 617,중화요리,37.6555926,127.0623312,1,C,1,74.88
172,우리집곱창 본점,4.1,14,71,https://place.map.kakao.com/16327756,서울 노원구 덕릉로123길 11,상계동 65-2,"곱창,막창",37.6701683,127.0803943,0,C,1,74.62
206,스타벅스 노원마들역점,4.4,13,17,https://place.map.kakao.com/2080972721,서울 노원구 노원로 569 임광아파트상가,상계동 694,커피전문점,37.6606791,127.057048,4,C,1,74.36
225,더메이즈 노원점,4.2,13,26,https://place.map.kakao.com/1161456883,서울 노원구 상계로5길 26 6층,상계동 357-8,테마카페,37.6570766,127.0632419,4,C,1,70.98
169,수시로스시,3.5,20,87,https://place.map.kakao.com/736602099,서울 노원구 노원로 479 대광빌딩 1층,상계동 401-17,"초밥,롤",37.658837,127.0645832,2,C,1,70.0
156,시드누아 노원본점,2.6,53,169,https://place.map.kakao.com/19696160,서울 노원구 상계로 84,상계동 341-5,커피전문점,37.6562709,127.0642402,4,C,1,68.9
178,장천,3.6,17,128,https://place.map.kakao.com/229428334,서울 노원구 동일로217가길 11 2층 202호,상계동 733-2,중화요리,37.6534006,127.0598701,1,C,1,67.32
216,나승준함흥냉면,3.9,14,19,https://place.map.kakao.com/26792775,서울 노원구 상계로 97 위너스빌딩 1층 104호,상계동 366-3,냉면,37.6570226,127.0656429,0,C,1,65.52
161,삼덕식당,3.8,14,94,https://place.map.kakao.com/298434750,서울 노원구 상계로5길 9 1층,상계동 354-6,"육류,고기",37.6569542,127.0638327,0,C,1,63.84
255,데일리식탁,3.8,14,57,https://place.map.kakao.com/1213793385,서울 노원구 상계로 97-5,상계동 366-15,일식,37.657186,127.0657859,2,C,1,63.84
196,고집불통강곱창 노원점,4.4,11,56,https://place.map.kakao.com/14098947,서울 노원구 노해로83길 18-5,상계동 341-8,"곱창,막창",37.6560919,127.0645065,0,C,1,62.92
175,화포식당 노원점,4.2,11,79,https://place.map.kakao.com/331097438,서울 노원구 상계로 72,상계동 598-1,"육류,고기",37.6559951,127.062988,0,C,1,60.06
227,상계동 원조닭갈비,4.2,11,24,https://place.map.kakao.com/1445990797,서울 노원구 한글비석로36길 65 1층,상계동 140-138,닭요리,37.6641314,127.0725608,0,C,1,60.06
238,플로레스테이블,4.2,11,98,https://place.map.kakao.com/101891212,서울 노원구 상계로5길 12 3층,상계동 1305,디저트카페,37.6575352,127.0639274,4,C,1,60.06
253,비엔나커피하우스 노원역점,4.2,11,34,https://place.map.kakao.com/1366601562,서울 노원구 동일로 1417 1층,상계동 711-13,커피전문점,37.6549923,127.0599384,4,C,1,60.06
165,수락이오냉면 본점,3.3,24,54,https://place.map.kakao.com/16526733,서울 노원구 동일로237다길 7 1층,상계동 1048-10,냉면,37.6738747,127.0525666,0,C,1,59.4
235,스타벅스 노원KT점,3.6,15,17,https://place.map.kakao.com/18691127,서울 노원구 노해로 502,상계동 723,커피전문점,37.6543814,127.0636656,4,C,1,59.4
157,왕십리조개창고 노원점,3.0,26,135,https://place.map.kakao.com/25450376,서울 노원구 상계로1길 38-11 우창프라자 2층 201호,상계동 591-2,조개,37.6579356,127.0620399,0,C,1,58.5
158,용순가재골수제비,2.6,45,156,https://place.map.kakao.com/20747637,서울 노원구 동일로242길 100 1층,상계동 996-8,수제비,37.6743943,127.0606312,0,C,1,58.5
239,잼재미골,3.7,13,21,https://place.map.kakao.com/903173867,서울 노원구 노해로79길 6-19,상계동 617,"초밥,롤",37.6555926,127.0623312,2,C,1,52.91
297,절구시래기 직영1호점,3.5,15,3,https://place.map.kakao.com/2070031976,서울 노원구 동일로242길 123,상계동 1002-2,한식,37.6748356,127.0615132,0,C,1,52.5
154,감각,3.1,20,196,https://place.map.kakao.com/586007148,서울 노원구 상계로 77 1층,상계동 337,카페,37.6567015,127.0634404,4,C,1,46.5
198,예향정 노원점,3.5,13,31,https://place.map.kakao.com/140377526,서울 노원구 동일로217가길 31 청화빌딩 2층,상계동 735-4,한식,37.6531212,127.0586134,0,C,1,45.5
243,영스넥,3.6,11,27,https://place.map.kakao.com/17079123,서울 노원구 상계로 51 노원프라자빌딩 지하1층,상계동 693-1,분식,37.6559454,127.0608172,0,C,1,43.56
168,스시웨이 노원점,3.0,18,61,https://place.map.kakao.com/17849636,서울 노원구 동일로 1374,상계동 749,"초밥,롤",37.6512657,127.0617521,2,C,1,40.5
189,전민규의황제누룽지탕 노원직영점,3.1,17,19,https://place.map.kakao.com/9924087,서울 노원구 노해로77길 14-8 1~2층,상계동 710-3,한식,37.6546907,127.0596237,0,C,1,39.525
279,야채곱창춘천집닭갈비,3.2,16,18,https://place.map.kakao.com/15349377,서울 노원구 동일로245길 1,상계1동 1132-11,닭요리,37.6785455,127.0549071,0,C,1,38.4
167,스시노칸도 노원역점,2.8,27,189,https://place.map.kakao.com/1358381190,서울 노원구 상계로3길 28 영빈빌딩 4층,상계동 358-31,"초밥,롤",37.6573474,127.0626321,2,C,1,37.8
159,소담촌 노원역점,3.2,15,51,https://place.map.kakao.com/2097885929,서울 노원구 상계로 90 마블러스1 2층,상계동 341-7,샤브샤브,37.656241,127.064567,0,C,1,36.0
202,스타벅스 노원역점,2.9,22,27,https://place.map.kakao.com/19469879,서울 노원구 동일로 1413 남성빌딩 1층,상계동 712,커피전문점,37.6547298,127.0600029,4,C,1,31.9
174,쭈꾸미킹 노원점,3.2,13,84,https://place.map.kakao.com/592034631,서울 노원구 상계로1길 34 뉴금오프라자 1층,상계동 591-7,"해물,생선",37.6575193,127.0618117,0,C,1,31.2
194,롤링파스타 노원역점,2.9,21,92,https://place.map.kakao.com/1165409110,서울 노원구 상계로 70 화랑빌딩 2층 1호,상계동 598-2,이탈리안,37.6559626,127.0627527,3,C,1,30.45
195,중원,3.1,13,40,https://place.map.kakao.com/1382921458,서울 노원구 동일로242가길 36 1층,상계동 1115-31,중화요리,37.6775022,127.0560404,1,C,1,30.225
261,대머리곱창 노원점,2.8,17,29,https://place.map.kakao.com/16057023,서울 노원구 상계로1길 62-4,상계동 581-55,"곱창,막창",37.6587254,127.0616424,0,C,1,23.8
185,옛날칼국수,2.5,19,86,https://place.map.kakao.com/8015984,서울 노원구 동일로 1417,상계동 711-13,국수,37.6549923,127.0599384,0,C,1,23.75
164,풍미연,2.7,17,50,https://place.map.kakao.com/16590379,서울 노원구 노해로85길 7,상계동 323-11,설렁탕,37.655641,127.0648035,0,C,1,22.95
240,써브웨이 노원점,1.9,34,30,https://place.map.kakao.com/26321870,서울 노원구 노해로 502,상계동 723,샌드위치,37.6543814,127.0636656,3,C,1,19.38
231,투썸플레이스 노원문화의거리점,2.3,28,25,https://place.map.kakao.com/17757837,서울 노원구 상계로 69 2층,상계동 593-14,커피전문점,37.6563915,127.062643,4,C,1,19.32
288,서가앤쿡 서울노원점,2.6,14,64,https://place.map.kakao.com/20026450,서울 노원구 상계로 64 지하1층,상계동 617,양식,37.6555926,127.0623312,3,C,1,18.2
171,이춘복참치 노원직영점,2.4,18,35,https://place.map.kakao.com/13608491,서울 노원구 노해로85길 10-7,상계동 324-5,참치회,37.6561359,127.0655124,0,C,1,12.96
230,스시통 노원본점,2.3,16,80,https://place.map.kakao.com/26491619,서울 노원구 동일로 1417 삼양빌딩 2층,상계동 711-13,"초밥,롤",37.6549923,127.0599384,2,C,1,11.04
244,맥도날드 중계역점,2.4,15,14,https://place.map.kakao.com/8331701,서울 노원구 동일로 1341 장우빌딩 1층,상계동 763-2,패스트푸드,37.6482931,127.0620751,3,C,1,10.8
247,라화쿵부 상계점,2.3,14,46,https://place.map.kakao.com/1944117785,서울 노원구 노해로 492 프린스빌딩 2층 203호,상계동 724-2,중화요리,37.6543031,127.0626624,1,C,1,9.66
191,노원왕곱창,2.1,14,59,https://place.map.kakao.com/26898894,서울 노원구 상계로 90 마블러스2 1층,상계동 341-15,"곱창,막창",37.6563949,127.0647747,0,C,1,8.82
237,청와정,1.9,14,20,https://place.map.kakao.com/863895545,서울 노원구 동일로 1611,상계동 1032-1,"육류,고기",37.67222170000001,127.0554158,0,C,1,7.98
270,빛나는바다 수락산점,2.4,11,14,https://place.map.kakao.com/21574389,서울 노원구 동일로230가길 84,상계동 1120-44,회,37.6751769,127.056741,0,C,1,7.92
269,역전할머니맥주 서울노원역점,1.8,14,19,https://place.map.kakao.com/1648050966,서울 노원구 노해로81길 16 1층,상계동 616-4,"호프,요리주점",37.6555573,127.0628801,5,C,1,7.56
289,참치박사 2호점,4.6,10,6,https://place.map.kakao.com/10771043,서울 노원구 노해로81길 12-33,상계2동 332-4,참치회,37.6557166,127.0636511,0,C,0,69.0
294,신닭발닭날개,4.9,9,32,https://place.map.kakao.com/25160901,서울 노원구 상계로3길 38-4 101호,상계동 592-2,닭요리,37.6577282,127.0628087,0,C,0,66.15
222,슈엔챠이 상계점,4.5,8,24,https://place.map.kakao.com/2102127599,서울 노원구 동일로 1335 2층,상계동 763-4,중화요리,37.6479584,127.0622561,1,C,0,54.0
292,타코비엔나,4.9,7,22,https://place.map.kakao.com/18723311,서울 노원구 상계로1길 38-11,상계동 591-2,일본식주점,37.6579356,127.0620399,2,C,0,51.45
241,마뇨떡볶이 노원역점,4.3,9,24,https://place.map.kakao.com/1698656854,서울 노원구 상계로 55 위성프라자 2층 201호,상계동 693-3,떡볶이,37.6560903,127.0612437,0,C,0,50.31
242,송재만참치 수락산역점,4.7,7,32,https://place.map.kakao.com/16061317,서울 노원구 동일로242길 25 2층,상계동 1120-31,참치회,37.6754892,127.0569263,0,C,0,49.35
248,르다,4.7,7,76,https://place.map.kakao.com/1764989514,서울 노원구 상계로9길 28,상계동 396-6,카페,37.6582661,127.0663357,4,C,0,49.35
286,마들카페,4.7,7,9,https://place.map.kakao.com/1563180510,서울 노원구 한글비석로 530 유치원상가 1층,상계동 648,카페,37.6650134,127.0593484,4,C,0,49.35
213,가양양꼬치,4.1,9,27,https://place.map.kakao.com/14879333,서울 노원구 노해로85길 1 2층,상계동 323-29,양꼬치,37.6555602,127.0650606,1,C,0,47.97
246,전주콩나물국밥,4.1,9,9,https://place.map.kakao.com/9386063,서울 노원구 노해로75길 14-26,상계동 708-3,국밥,37.6545423,127.058872,0,C,0,47.97
282,쉐이크쉑 노원점,3.8,10,75,https://place.map.kakao.com/1429439886,서울 노원구 동일로 1414 1층,상계동 713,패스트푸드,37.6552101,127.0611517,3,C,0,45.6
187,제임스키친,4.3,8,56,https://place.map.kakao.com/17005666,서울 노원구 노해로81길 12-26 2층,상계동 328-9,이탈리안,37.6555741,127.0642104,3,C,0,44.72
281,등촌샤브칼국수 노원점,4.7,6,50,https://place.map.kakao.com/360133586,서울 노원구 동일로218길 17 2층,상계동 726-1,샤브샤브,37.6538373,127.0617571,0,C,0,42.3
264,어장촌생선구이,4.0,8,7,https://place.map.kakao.com/20028584,서울 노원구 노해로75길 14-17,상계동 707,"해물,생선",37.6546268,127.0582839,0,C,0,41.6
258,올드델리 노원점,3.7,10,32,https://place.map.kakao.com/11480937,서울 노원구 노해로85길 14 상계제일빌딩 2층,상계동 324-4,인도음식,37.6560286,127.0652712,5,C,0,40.7
180,커피베스코,4.4,7,31,https://place.map.kakao.com/17688746,서울 노원구 상계로 55 2층,상계동 693-3,커피전문점,37.6560903,127.0612437,4,C,0,40.04
275,디저트식탁,4.4,7,61,https://place.map.kakao.com/1927286862,서울 노원구 상계로1길 14-29 2층,상계동 602-8,디저트카페,37.6573018,127.0621023,4,C,0,40.04
211,세컨플로어,4.0,7,55,https://place.map.kakao.com/470119969,서울 노원구 상계로1길 8 대유빌딩 2층 206호,상계동 603-14,카페,37.6563304,127.0617496,4,C,0,36.4
260,태양부양꼬치 수락산점,3.9,7,85,https://place.map.kakao.com/54342051,서울 노원구 동일로239가길 22 2층,상계동 1118-39,양꼬치,37.6760554,127.0548389,1,C,0,32.76
234,닭갈비제작소 노원점,4.0,6,24,https://place.map.kakao.com/1254595213,서울 노원구 상계로3길 29 2층,상계동 358-9,닭요리,37.6575156,127.0623614,0,C,0,31.2
251,오케이크 노원점,5.0,4,9,https://place.map.kakao.com/1920877338,서울 노원구 상계로3길 16 동원빌딩 1층 103호,상계동 593-2,"제과,베이커리",37.6569543,127.0624784,4,C,0,30.0
268,신고집찜칼국수 상계점,5.0,4,2,https://place.map.kakao.com/827764719,서울 노원구 한글비석로 424,상계동 169-77,한식,37.6621157,127.0701422,0,C,0,30.0
226,곳,4.4,5,40,https://place.map.kakao.com/1250481954,서울 노원구 노해로85길 10-55,상계동 330-29,"호프,요리주점",37.6564206,127.0663021,5,C,0,28.6
229,본가왕뼈감자탕 노원역점,3.7,7,46,https://place.map.kakao.com/1222953596,서울 노원구 상계로3길 28,상계동 358-31,감자탕,37.6573474,127.0626321,0,C,0,28.49
290,구석집 노원1호점,3.8,6,19,https://place.map.kakao.com/1674479148,서울 노원구 상계로1길 62-10 1층,상계동 581-53,"해물,생선",37.6587275,127.0619109,0,C,0,27.36
291,파라솔분식,3.8,6,21,https://place.map.kakao.com/16621788,서울 노원구 상계로1길 14-17 1층,상계동 603-1,떡볶이,37.6572666,127.0618636,0,C,0,27.36
276,커피빈 노원역점,4.2,5,12,https://place.map.kakao.com/1321281310,서울 노원구 노해로 490 길빌딩 2층,상계동 724-1,커피전문점,37.6543704,127.0623953,4,C,0,27.3
186,한우가,4.5,4,6,https://place.map.kakao.com/448912210,서울 노원구 노해로 517 굿모닝빌딩 1층,상계동 323-16,"육류,고기",37.6556456,127.0653791,0,C,0,27.0
224,버거킹 노원역점,3.4,9,22,https://place.map.kakao.com/1922012169,서울 노원구 노해로 456 동방빌딩 1층,상계동 734-5,패스트푸드,37.653546,127.058897,3,C,0,22.95
220,스타벅스 중계역점,3.3,9,19,https://place.map.kakao.com/20046343,서울 노원구 동일로 1339 대한빌딩,상계동 763-3,커피전문점,37.6481244,127.0621656,4,C,0,22.275
257,봉평메밀막국수 직영점,3.3,9,11,https://place.map.kakao.com/21296190,서울 노원구 동일로242가길 14-8,상계동 1119-16,국수,37.6762008,127.0561192,0,C,0,22.275
203,쭈꾸미달인 노원직영점,3.2,9,187,https://place.map.kakao.com/26904390,서울 노원구 상계로 71-1 1층,상계동 595,"해물,생선",37.6566014,127.0629736,0,C,0,21.6
197,일심해장국 상계점,3.5,6,203,https://place.map.kakao.com/20743795,서울 노원구 노원로34길 58,상계동 430-22,해장국,37.6613963,127.0658851,0,C,0,21.0
299,수락산풍천장어,3.5,6,121,https://place.map.kakao.com/1786457675,서울 노원구 동일로242길 48 다온빌딩 1층,상계동 1008-20,장어,37.674719,127.0577409,0,C,0,21.0
266,신화주꾸미,4.0,4,23,https://place.map.kakao.com/14527395,서울 노원구 동일로 1355 상계주공2단지 상가 1층,상계동 746-5,"해물,생선",37.6498393,127.0612839,0,C,0,20.8
188,스윗레시피,3.4,8,121,https://place.map.kakao.com/231176219,서울 노원구 상계로1길 38 2층,상계동 591-25,디저트카페,37.6576842,127.0616951,4,C,0,20.4
278,커피나무 노원역점,3.0,9,6,https://place.map.kakao.com/919057129,서울 노원구 상계로1길 14-11,상계동 603-2,카페,37.65701790000001,127.0617489,4,C,0,20.25
259,시골집,3.0,8,8,https://place.map.kakao.com/14526286,서울 노원구 동일로236길 11,상계동 1025-34,"해물,생선",37.6736325,127.0561846,0,C,0,18.0
263,일차돌 노원점,3.0,8,54,https://place.map.kakao.com/1578507699,서울 노원구 노해로81길 12-21 1층,상계동 332-8,"육류,고기",37.6558247,127.0634196,0,C,0,18.0
232,영양센타 노원점,3.4,7,9,https://place.map.kakao.com/10642991,서울 노원구 동일로217가길 31 1층,상계동 735-4,삼계탕,37.6531212,127.0586134,0,C,0,17.85
236,마들냉면,3.3,7,7,https://place.map.kakao.com/10363794,서울 노원구 한글비석로 474 보람상가2층 217호,상계동 639-1,냉면,37.6647842,127.0654255,0,C,0,17.325
272,시오코 노원점,3.1,7,15,https://place.map.kakao.com/20373658,서울 노원구 상계로5길 26 지하1층,상계동 357-8,"호프,요리주점",37.6570766,127.0632419,5,C,0,16.275
277,화덕피자주는부대찌개 노원점,3.1,7,23,https://place.map.kakao.com/26838989,서울 노원구 상계로 59 2층,상계동 693-4,"찌개,전골",37.6561445,127.061489,0,C,0,16.275
184,시즌,4.0,3,140,https://place.map.kakao.com/985778800,서울 노원구 상계로3길 38-2 2층,상계동 358-6,디저트카페,37.6578283,127.0627077,4,C,0,15.6
207,사랑회수산,5.0,2,16,https://place.map.kakao.com/26539020,서울 노원구 상계로 104 1층,상계동 369-5,회,37.6567419,127.0662664,0,C,0,15.0
249,다미참치,5.0,2,30,https://place.map.kakao.com/1871306854,서울 노원구 동일로218길 17 2층,상계동 726,참치회,37.6538146,127.061626,0,C,0,15.0
254,주가네서서갈비 본점,5.0,2,18,https://place.map.kakao.com/16051406,서울 노원구 노해로85길 22,상계동 348-2,갈비,37.6563599,127.065131,0,C,0,15.0
298,삼시세끼 고기밥상 수락점,5.0,2,14,https://place.map.kakao.com/414125070,서울 노원구 동일로242길 17 2층,상계동 1120-1,한식,37.67574949999999,127.0564707,0,C,0,15.0
283,북경,3.3,6,10,https://place.map.kakao.com/376023893,서울 노원구 동일로217가길 13 광일빌딩 2층 202호,상계동 733-1,중화요리,37.6533428,127.0596249,1,C,0,14.85
217,활어의전설 노원점,3.0,6,15,https://place.map.kakao.com/311184645,서울 노원구 노해로81길 12-33 1층,상계동 332-4,회,37.6557166,127.0636511,0,C,0,13.5
