,Name,Score,Numberofscore,Review,Link,Addr1,Addr2,Typename,Latitude,Longtitude,Typenum,Dong,Challenge,Totalscore
252,또와순두부수제비,3.0,6,34,https://place.map.kakao.com/16646116,서울 노원구 노해로85길 10-8,상계동 323-32,실내포장마차,37.6558732,127.0655667,0,C,0,13.5
287,미스터아구,2.6,10,17,https://place.map.kakao.com/9205614,서울 노원구 덕릉로 744,상계동 95-180,아구,37.6638293,127.0765508,0,C,0,13.0
285,백두한우곱창전문 노원점,2.6,9,28,https://place.map.kakao.com/22675486,서울 노원구 상계로 92,상계동 348-30,"곱창,막창",37.6565174,127.0651007,0,C,0,11.7
296,다마식당 노원점,2.9,8,69,https://place.map.kakao.com/22079801,서울 노원구 상계로5길 31 보광빌딩 1층,상계동 594-2,"육류,고기",37.6567871,127.0629826,0,C,0,11.6
280,대원집,3.0,5,17,https://place.map.kakao.com/16499980,서울 노원구 노해로85길 10-17,상계동 323-1,"육류,고기",37.6561426,127.0660234,0,C,0,11.25
300,여자만아구찜,4.0,2,10,https://place.map.kakao.com/1740141070,서울 노원구 동일로239길 10,상계동 1049-10,아구,37.6751672,127.054526,0,C,0,10.4
265,이오냉면,2.5,8,41,https://place.map.kakao.com/12048553,서울 노원구 상계로1길 38-11,상계동 591-3,냉면,37.6579875,127.0621073,0,C,0,10.0
212,노원족발,3.3,4,21,https://place.map.kakao.com/23495499,서울 노원구 노해로85길 14,상계동 324-4,"족발,보쌈",37.6560286,127.0652712,0,C,0,9.9
284,명동칼국수,2.5,6,24,https://place.map.kakao.com/1351485177,서울 노원구 상계로 93 경일빌딩 1층,상계동 349-51,국수,37.6568725,127.0651212,0,C,0,7.5
181,노원한우,3.3,3,124,https://place.map.kakao.com/1171557896,서울 노원구 동일로218길 35,상계동 725-3,"육류,고기",37.6540986,127.0628928,0,C,0,7.425
215,일번지소한마리정육식당 노원본점,3.3,3,18,https://place.map.kakao.com/24793608,서울 노원구 상계로3길 32 1층,상계동 592-5,"육류,고기",37.6575717,127.0626191,0,C,0,7.425
271,투썸플레이스 상계사거리점,2.3,10,5,https://place.map.kakao.com/1989237181,서울 노원구 동일로 1374 2층,상계동 749,커피전문점,37.6512657,127.0617521,4,C,0,6.9
219,천하뼈다귀감자탕,2.2,10,29,https://place.map.kakao.com/10853199,서울 노원구 동일로 1595,상계동 963-1,감자탕,37.67088030000001,127.0556697,0,C,0,6.6
293,산채향,2.6,5,1,https://place.map.kakao.com/1799582622,서울 노원구 노해로77길 22 2층,상계동 711-9,한정식,37.655157,127.0593402,0,C,0,6.5
233,이자카야모리,2.0,9,27,https://place.map.kakao.com/2075548768,서울 노원구 노해로81길 12-15 2층,상계동 616-1,일본식주점,37.6557521,127.0631338,2,C,0,5.4
267,짚신매운갈비찜 노원점,2.3,6,28,https://place.map.kakao.com/16531943,서울 노원구 노해로85길 18,상계동 341-2,갈비,37.6562115,127.0651567,0,C,0,4.14
221,유정한우소곱창,1.3,7,33,https://place.map.kakao.com/25808164,서울 노원구 노해로85길 10-2,상계동 323-9,"곱창,막창",37.6557416,127.0653269,0,C,0,2.73
274,하토상의술방,2.3,3,38,https://place.map.kakao.com/1332590568,서울 노원구 상계로3길 10 한일빌딩 2층,상계동 593-3,일본식주점,37.6566575,127.0625433,2,C,0,2.07
256,고전한방삼계탕 노원점,1.0,6,12,https://place.map.kakao.com/16328989,서울 노원구 노해로 517,상계2동 323-16,삼계탕,37.6556456,127.0653791,0,C,0,1.8
193,VIPS DELIVERY 상계점,0.0,0,0,https://place.map.kakao.com/947650399,서울 노원구 상계로27길 12,상계동 389-356,음식점,37.659116,127.0706964,0,C,0,0.0
273,금강산 상계점,0.0,0,44,https://place.map.kakao.com/339865073,서울 노원구 동일로 1630 1층,상계동 1025-24,"육류,고기",37.6739232,127.0557944,0,C,0,0.0
451,크래버대게나라 노원점,4.2,88,217,https://place.map.kakao.com/1028261118,서울 노원구 한글비석로 326 1층,중계동 369-9,"게,대게",37.6564743,127.078292,0,D,1,480.48
458,칠성해물통짬뽕,4.4,31,20,https://place.map.kakao.com/27496127,서울 노원구 덕릉로83길 5 2층,중계동 606,중화요리,37.6514398,127.0831273,1,D,1,177.32
554,푸라닭치킨 상계역점,4.4,28,0,https://place.map.kakao.com/1865160358,서울 노원구 덕릉로83길 20-7 1층,중계동 154-19,치킨,37.6604727,127.0743347,0,D,1,160.16
452,돈까스먹는용만이,3.6,35,122,https://place.map.kakao.com/12460195,서울 노원구 한글비석로20길 52,중계동 140-42,"돈까스,우동",37.6612172,127.0745963,0,D,1,138.6
551,코코로돈까스,4.0,25,23,https://place.map.kakao.com/17550298,서울 노원구 한글비석로22길 30-1,중계4동 141-32,"돈까스,우동",37.6607409,127.0738372,0,D,1,130.0
455,이종구낙지세상,4.5,16,23,https://place.map.kakao.com/26895444,서울 노원구 중계로 90 우암타운 1층,중계동 27,"해물,생선",37.6438434,127.0834679,0,D,1,108.0
507,족발야시장 상계역점,4.2,18,117,https://place.map.kakao.com/2147100552,서울 노원구 한글비석로22길 40 1층,중계동 141-6,"족발,보쌈",37.6611441,127.0742379,0,D,1,98.28
482,청계천8가삼성곱창,5.0,11,6,https://place.map.kakao.com/27496466,서울 노원구 중계로14길 29,중계동 84-36,"곱창,막창",37.6497561,127.0819708,0,D,1,82.5
459,봉평메밀막국수 상계본점,3.9,16,13,https://place.map.kakao.com/9054096,서울 노원구 한글비석로20길 61,중계동 141-16,국수,37.6617034,127.0748884,0,D,1,74.88
491,나우키친 중계점,4.3,13,61,https://place.map.kakao.com/24406896,서울 노원구 한글비석로 254,중계동 364-22,양식,37.6503505,127.0770883,3,D,1,72.67
454,중계고기파티,4.1,13,124,https://place.map.kakao.com/282482500,서울 노원구 중계로12길 6 1층,중계동 58-8,"육류,고기",37.6475933,127.081126,0,D,1,69.29
486,양평해장국 중계점,4.4,12,6,https://place.map.kakao.com/71777233,서울 노원구 동일로203가길 29 브라운스톤 167~169호,중계동 506,해장국,37.6393876,127.0642707,0,D,1,68.64
453,호접몽,3.6,17,33,https://place.map.kakao.com/8177898,서울 노원구 중계로18길 9,중계동 366-15,중화요리,37.651092,127.0777783,1,D,1,67.32
472,아리엔스시,4.3,11,18,https://place.map.kakao.com/18510014,서울 노원구 중계로 225 청구종합상가동 1층 143호,중계동 360-2,"초밥,롤",37.6496758,127.0745809,2,D,1,61.49
463,노브랜드버거 중계공원점,3.8,13,49,https://place.map.kakao.com/243743514,서울 노원구 동일로204가길 34,중계동 509-1,패스트푸드,37.6406859,127.0681273,3,D,1,59.28
499,스시락,3.6,11,6,https://place.map.kakao.com/20099642,서울 노원구 한글비석로 269,중계동 359-9,"초밥,롤",37.6516789,127.0767715,2,D,1,43.56
456,하나샤브샤브,3.2,17,44,https://place.map.kakao.com/187151325,서울 노원구 동일로203가길 29 브라운스톤상가 101호,중계동 506,샤브샤브,37.6393876,127.0642707,0,D,1,40.8
506,버거톤 중계점,3.0,15,5,https://place.map.kakao.com/27596619,서울 노원구 섬밭로 258 건영백화점 1층,중계동 506-1,햄버거,37.6389443,127.0647295,3,D,1,33.75
534,BHC치킨 중계점,2.2,16,4,https://place.map.kakao.com/26828958,서울 노원구 동일로 1280 상가동 지하층 06호 ,중계동 512,치킨,37.6428027,127.0664601,0,D,1,10.56
510,신의주찹쌀순대 중계동점,2.4,14,21,https://place.map.kakao.com/13096742,"서울 노원구 동일로203가길 29 1층 144,145호",중계동 506,순대,37.6393876,127.0642707,0,D,1,10.08
465,애슐리퀸즈 2001중계점,1.8,18,49,https://place.map.kakao.com/8459531,서울 노원구 동일로204가길 46 8층,중계동 509,패밀리레스토랑,37.6412281,127.0678668,3,D,1,9.72
521,토다이 중계점(휴업중),2.1,11,33,https://place.map.kakao.com/15107601,서울 노원구 섬밭로 258 건영백화점 4층,중계동 506-1,해산물뷔페,37.6389443,127.0647295,0,D,1,6.93
596,BBQ 중계은행점,1.2,14,4,https://place.map.kakao.com/18902985,서울 노원구 한글비석로 272 중원코아빌딩 1층 105호,중계동 366-10,치킨,37.6517101,127.0775429,0,D,1,5.04
542,보노돈까스,4.9,8,8,https://place.map.kakao.com/21131937,서울 노원구 중계로8길 128,중계동 87-15,"돈까스,우동",37.648202,127.0833803,0,D,0,58.8
477,뚝배기바지락칼국수,4.8,8,6,https://place.map.kakao.com/11884233,서울 노원구 중계로 158,중계동 81,국수,37.6490287,127.0810154,0,D,0,57.6
461,영스넥,4.1,10,8,https://place.map.kakao.com/17079040,서울 노원구 한글비석로 245 두타빌 A동 지하1층 109호,중계동 360-9,떡볶이,37.649542,127.0763583,0,D,0,53.3
565,장수한우곱창 상계점,4.1,10,5,https://place.map.kakao.com/145407990,서울 노원구 덕릉로83길 5 한화꿈에그린 더퍼스트 상가 1층 105호,중계동 606,"곱창,막창",37.6514398,127.0831273,0,D,0,53.3
476,라트커피,5.0,7,29,https://place.map.kakao.com/743923214,서울 노원구 한글비석로 245 두타빌상가 B동 1층 124호,중계동 360-9,커피전문점,37.649542,127.0763583,4,D,0,52.5
489,시골순대 상계점,5.0,7,7,https://place.map.kakao.com/16589600,서울 노원구 한글비석로20길 57,중계동 141-18,순대,37.6615843,127.0747504,0,D,0,52.5
494,군자대한곱창 중계점,5.0,6,35,https://place.map.kakao.com/1822344286,서울 노원구 중계로 201 오성프라자 1층,중계동 364-24,"곱창,막창",37.6504368,127.0777536,0,D,0,45.0
502,싹쓰리솥뚜껑김치삼겹살 중계점,4.0,8,9,https://place.map.kakao.com/1691544625,서울 노원구 중계로 129,중계동 311-22,삼겹살,37.6465989,127.0805852,0,D,0,41.6
572,얌샘김밥 중계역점,4.5,6,4,https://place.map.kakao.com/1796497210,서울 노원구 동일로 1279 중계그린아파트 B상가 101호,중계동 503,분식,37.6420655,127.0640457,0,D,0,40.5
523,라화쿵부 상계역점,4.4,7,6,https://place.map.kakao.com/718586106,서울 노원구 덕릉로83길 17 2층,중계동 154-11,중식,37.659948,127.0742879,1,D,0,40.04
528,BHC치킨 상계역점,5.0,5,0,https://place.map.kakao.com/2070591387,서울 노원구 덕릉로87길 13,중계동 142-44,치킨,37.6606132,127.0749008,0,D,0,37.5
595,옛날통닭1번지 중계점,5.0,5,2,https://place.map.kakao.com/1298195237,서울 노원구 중계로12가길 2 1층 105호,중계동 58-18,치킨,37.6474118,127.0821141,0,D,0,37.5
479,송화강식당,3.9,8,14,https://place.map.kakao.com/17588226,서울 노원구 한글비석로20길 14,중계동 154-31,양꼬치,37.6597492,127.0737645,1,D,0,37.44
466,온달왕돈까스 상계점,3.6,9,16,https://place.map.kakao.com/10625264,서울 노원구 한글비석로20길 10,중계동 154-32,"돈까스,우동",37.6596154,127.0737027,0,D,0,35.64
569,곤조참치,4.3,6,4,https://place.map.kakao.com/620791338,서울 노원구 덕릉로 721,중계동 137-39,"해물,생선",37.6620064,127.0755034,0,D,0,33.54
462,봉심이족발,4.2,6,67,https://place.map.kakao.com/7908636,서울 노원구 덕릉로83길 20-5,중계동 154-17,"족발,보쌈",37.6603144,127.0742573,0,D,0,32.76
509,서원,4.2,6,0,https://place.map.kakao.com/65946463,서울 노원구 덕릉로 692,중계동 160,갈비,37.6593332,127.0757429,0,D,0,32.76
485,갈비1번지,4.0,6,12,https://place.map.kakao.com/1676142968,"서울 노원구 한글비석로 366 신일아파트 1층 101,102호",중계동 589,갈비,37.658358,127.0747916,0,D,0,31.2
524,고피자 중계학원가점,4.0,6,6,https://place.map.kakao.com/441150220,서울 노원구 한글비석로 250 그린코아빌딩 115호,중계동 364-20,피자,37.6499858,127.0769999,3,D,0,31.2
527,해신횟집,4.0,6,4,https://place.map.kakao.com/16679449,서울 노원구 덕릉로83길 20-4,중계동 154-20,참치회,37.66026770000001,127.0745016,0,D,0,31.2
478,은사즉석떡볶이,5.0,4,4,https://place.map.kakao.com/1026702659,서울 노원구 한글비석로 264 그랜드프라자 2층,중계동 366-6,떡볶이,37.6510283,127.0772272,0,D,0,30.0
520,지지고 은행사거리점,5.0,4,2,https://place.map.kakao.com/1166916322,서울 노원구 한글비석로 265 영광프라자 104호,중계동 359-10,도시락,37.6514194,127.0765413,0,D,0,30.0
579,사카나,5.0,4,5,https://place.map.kakao.com/16082172,서울 노원구 한글비석로20길 33 1층,중계동 142-14,일본식주점,37.6606835,127.073983,2,D,0,30.0
541,청년다방 상계역점,4.8,4,8,https://place.map.kakao.com/1287008852,서울 노원구 덕릉로83길 26 102호,중계동 154-14,떡볶이,37.6602831,127.074048,0,D,0,28.8
464,천우가,4.4,5,18,https://place.map.kakao.com/1431583989,서울 노원구 덕릉로 688 6층,중계동 160-3,"육류,고기",37.6593332,127.0757429,0,D,0,28.6
475,요남자 중계점,4.4,5,11,https://place.map.kakao.com/25936383,서울 노원구 중계로16길 30 1층,중계동 94-4,양식,37.65097859999999,127.0820691,3,D,0,28.6
533,매일파스타,3.5,8,13,https://place.map.kakao.com/222388232,"서울 노원구 동일로203가길 29 브라운스톤상가 2층 226, 227호",중계동 506,양식,37.6393876,127.0642707,3,D,0,28.0
488,매머드커피 상계역점,3.8,6,3,https://place.map.kakao.com/1885490296,서울 노원구 한글비석로 384 대호상가 1층 125-1호,중계동 591,커피전문점,37.6597817,127.0731906,4,D,0,27.36
557,동대문엽기떡볶이 중계점,4.5,4,9,https://place.map.kakao.com/26983981,서울 노원구 덕릉로 686 1층,중계동 158-4,떡볶이,37.6587655,127.0753929,0,D,0,27.0
473,일식어원,4.0,5,16,https://place.map.kakao.com/8492822,서울 노원구 한글비석로 254,중계동 364-22,일식집,37.6503505,127.0770883,2,D,0,26.0
543,그남자의덮밥 중계점,4.0,5,60,https://place.map.kakao.com/2061208553,서울 노원구 동일로203가길 29 중계브라운스톤 156호,중계동 506,퓨전한식,37.6393876,127.0642707,0,D,0,26.0
545,사이공본가 상계점,4.0,5,6,https://place.map.kakao.com/199879654,서울 노원구 덕릉로 699 1층105호,중계동 143,베트남음식,37.660074,127.0751965,5,D,0,26.0
501,인상적,3.7,6,26,https://place.map.kakao.com/1673662721,서울 노원구 덕릉로83길 20-7 지하1층,중계동 154-19,와인바,37.6604727,127.0743347,3,D,0,24.42
515,맨시니스,3.7,6,8,https://place.map.kakao.com/364787817,서울 노원구 한글비석로22길 28 예원빌딩 4층,중계동 141-33,카페,37.6606817,127.0737586,4,D,0,24.42
492,리차이나,3.2,10,13,https://place.map.kakao.com/26547607,서울 노원구 동일로203가길 29 브라운스톤 279호,중계동 506,중화요리,37.6393876,127.0642707,1,D,0,24.0
518,우서목김밥,3.2,10,4,https://place.map.kakao.com/626332689,서울 노원구 중계로 202,중계동 366-4,분식,37.6507596,127.0777847,0,D,0,24.0
512,대머리곱창 중계점,3.8,5,7,https://place.map.kakao.com/357421900,서울 노원구 동일로 1279,중계동 503,"곱창,막창",37.6420655,127.0640457,0,D,0,22.8
562,싸움의고수 은행사거리점,3.8,5,2,https://place.map.kakao.com/1659385755,서울 노원구 한글비석로 264 중계그랜드프라자 113호,중계동 366-6,"족발,보쌈",37.6510283,127.0772272,0,D,0,22.8
468,거북이삼겹살,5.0,3,57,https://place.map.kakao.com/1578482811,"서울 노원구 덕릉로 721 정진아트리움 107,108호",중계동 137-39,삼겹살,37.6620064,127.0755034,0,D,0,22.5
537,설빙 상계역점,5.0,3,3,https://place.map.kakao.com/567336801,서울 노원구 덕릉로87길 21 2층,중계동 141,디저트카페,37.660763,127.074466,4,D,0,22.5
566,파리바게뜨 상계본점,5.0,3,1,https://place.map.kakao.com/1571223188,서울 노원구 한글비석로15길 3 파리바게뜨 상계본점,중계동 157-35,"제과,베이커리",37.65807660000001,127.0744075,4,D,0,22.5
583,메가커피 상계역점,5.0,3,2,https://place.map.kakao.com/757831707,서울 노원구 덕릉로83길 18,중계동 154-22,커피전문점,37.6600958,127.0744074,4,D,0,22.5
593,파파존스 중계점,5.0,3,13,https://place.map.kakao.com/21413910,서울 노원구 한글비석로 264 그랜드프라자 2층,중계동 366-6,피자,37.6510283,127.0772272,3,D,0,22.5
571,미스터짱닭치킨 상계역점,4.3,4,7,https://place.map.kakao.com/19661945,서울 노원구 한글비석로20길 17,중계동 142-51,치킨,37.6599809,127.0736687,0,D,0,22.36
585,후라이드참잘하는집 중계점,4.7,3,3,https://place.map.kakao.com/1515500122,서울 노원구 노원로 333,중계동 514-3,치킨,37.6464986,127.0688377,0,D,0,21.15
564,옛날통닭,4.0,4,2,https://place.map.kakao.com/1285397795,서울 노원구 동일로203가길 29 브라운스톤 1층,중계동 506,치킨,37.6393876,127.0642707,0,D,0,20.8
548,포&시드니 중계브라운스톤점,3.6,5,11,https://place.map.kakao.com/27323374,서울 노원구 동일로203가길 29 중계브라운스톤아파트 상가 1층 110호,중계동 506,동남아음식,37.6393876,127.0642707,5,D,0,19.8
481,최고집칼국수 중계점,3.1,8,1,https://place.map.kakao.com/10841140,서울 노원구 한글비석로 325,중계동 358-6,국수,37.6564075,127.077699,0,D,0,18.6
516,3km,3.4,7,5,https://place.map.kakao.com/1584319026,서울 노원구 중계로19길 48,중계동 360-15,"호프,요리주점",37.6485488,127.0744872,5,D,0,17.85
514,예가,4.3,3,7,https://place.map.kakao.com/16620366,서울 노원구 중계로8길 11,중계동 43-10,추어,37.64594880000001,127.0826092,0,D,0,16.77
493,마리채 상계점,3.1,7,2,https://place.map.kakao.com/21237096,서울 노원구 덕릉로83길 9-8,중계동 154-43,"육류,고기",37.6597675,127.0745984,0,D,0,16.275
500,봄날카페,5.0,2,3,https://place.map.kakao.com/964891721,서울 노원구 중계로18길 13,중계동 366-14,커피전문점,37.6512732,127.0777829,4,D,0,15.0
508,설도 중계점,5.0,2,2,https://place.map.kakao.com/1401934696,서울 노원구 덕릉로 665-1 1층,중계동 434-49,"육류,고기",37.6570193,127.0744796,0,D,0,15.0
536,노원상계서서갈비,5.0,2,2,https://place.map.kakao.com/23786499,서울 노원구 한글비석로20길 56,중계동 140-2,갈비,37.6614217,127.0748125,0,D,0,15.0
558,본죽 중계은행사거리점,5.0,2,2,https://place.map.kakao.com/16617383,서울 노원구 한글비석로 245 두타빌A동 110호,중계동 360-9,죽,37.649542,127.0763583,0,D,0,15.0
563,써브웨이 중계은행사거리점,5.0,2,0,https://place.map.kakao.com/1374085143,서울 노원구 한글비석로 269 1층,중계동 359-9,샌드위치,37.6516789,127.0767715,3,D,0,15.0
578,복촌닭한마리,5.0,2,22,https://place.map.kakao.com/19531893,서울 노원구 한글비석로20길 19 2층,중계동 142-50,국수,37.6600371,127.0737122,0,D,0,15.0
586,남원골추어탕,5.0,2,0,https://place.map.kakao.com/8881535,서울 노원구 덕릉로83길 9-16,중계동 154-39,추어,37.659606,127.0741131,0,D,0,15.0
575,수유다래함박스텍 중계점,3.3,6,10,https://place.map.kakao.com/1935352310,서울 노원구 덕릉로 699 1층,중계동 142-11,"스테이크,립",37.6601199,127.0751857,3,D,0,14.85
467,스타벅스 은행사거리점,3.2,6,4,https://place.map.kakao.com/10538293,"서울 노원구 중계로 217 중흥빌딩 103,203호",중계동 360-6,커피전문점,37.6504634,127.0759752,4,D,0,14.4
504,소문난 감자탕뼈해장국,3.2,6,10,https://place.map.kakao.com/13287922,서울 노원구 덕릉로 694,중계동 152-9,감자탕,37.6595401,127.0755952,0,D,0,14.4
496,중계수산,3.5,4,7,https://place.map.kakao.com/1099388561,서울 노원구 덕릉로 686,중계동 158-4,일식집,37.6587655,127.0753929,2,D,0,14.0
539,국물명가전주콩나물국밥 상계역점,3.5,4,4,https://place.map.kakao.com/1315294173,서울 노원구 한글비석로 367,중계동 157-41,국밥,37.6582803,127.0740763,0,D,0,14.0
556,국빈,4.5,2,3,https://place.map.kakao.com/11558079,서울 노원구 중계로16가길 29,중계동 93-31,중화요리,37.6504177,127.0825836,1,D,0,13.5
587,피자헛 중계본점,4.5,2,1,https://place.map.kakao.com/1096945990,서울 노원구 한글비석로15길 27,중계동 430-37,피자,37.6569895,127.0741309,3,D,0,13.5
592,이코이바,4.5,2,6,https://place.map.kakao.com/16905243,서울 노원구 한글비석로20길 54,중계동 140-39,일본식주점,37.6613257,127.0747559,2,D,0,13.5
513,노랑통닭 중계점,3.7,3,55,https://place.map.kakao.com/1579088698,서울 노원구 한글비석로 245 두타빌 B동 1층,중계동 360-9,치킨,37.649542,127.0763583,0,D,0,12.21
576,미래수산,3.7,3,3,https://place.map.kakao.com/15319187,서울 노원구 동일로 1280,중계동 512,회,37.6428027,127.0664601,0,D,0,12.21
599,수유리우동집 상계직영점,2.7,9,0,https://place.map.kakao.com/20636837,서울 노원구 덕릉로83길 18,중계동 154-22,"돈까스,우동",37.6600958,127.0744074,0,D,0,12.15
535,교촌치킨 중계1호점,3.2,5,1,https://place.map.kakao.com/8229796,서울 노원구 한글비석로 245,중계동 360-9,치킨,37.649542,127.0763583,0,D,0,12.0
538,맘스터치 상계역점,2.9,8,4,https://place.map.kakao.com/558704688,서울 노원구 덕릉로83길 26 2층,중계동 154-15,패스트푸드,37.6602174,127.0740681,3,D,0,11.6
525,키즈앤팡 중계점,4.0,2,3,https://place.map.kakao.com/416680587,서울 노원구 중계로12가길 2 선인빌딩 4층,중계동 58-20,키즈카페,37.6473276,127.0820619,4,D,0,10.4
568,탐앤탐스 하계점,4.0,2,1,https://place.map.kakao.com/17083009,서울 노원구 섬밭로 258 1층,중계동 506-1,커피전문점,37.6389443,127.0647295,4,D,0,10.4
570,배스킨라빈스 상계역점,2.5,8,3,https://place.map.kakao.com/10410434,서울 노원구 한글비석로 384 대호프라자상가,중계동 591,아이스크림,37.6597817,127.0731906,0,D,0,10.0
560,평창메밀막국수,3.3,4,3,https://place.map.kakao.com/17360930,서울 노원구 한글비석로20길 15-11,중계4동 142-18,국수,37.66026919999999,127.0735427,0,D,0,9.9
546,교촌치킨 중계역점,2.7,7,1,https://place.map.kakao.com/16820460,서울 노원구 동일로 1279,중계동 503,치킨,37.6420655,127.0640457,0,D,0,9.45
598,카페 포레스트,3.0,4,10,https://place.map.kakao.com/1200256077,서울 노원구 한글비석로12길 51-49,중계동 산 101,카페,37.6520229,127.0838026,4,D,0,9.0
470,맥도날드 중계점,2.5,6,2,https://place.map.kakao.com/7860478,서울 노원구 중계로 218,중계동 359-14,패스트푸드,37.6508113,127.0759834,3,D,0,7.5
503,역전할머니맥주 서울상계역점,5.0,1,7,https://place.map.kakao.com/250122602,서울 노원구 한글비석로20길 29,중계동 142-39,"호프,요리주점",37.6604515,127.0739235,5,D,0,7.5
573,도리연닭도리탕,5.0,1,14,https://place.map.kakao.com/244846284,서울 노원구 덕릉로83길 20-5,중계동 154-17,닭요리,37.6603144,127.0742573,0,D,0,7.5
580,굽네치킨 중계1동점,5.0,1,0,https://place.map.kakao.com/1028864335,서울 노원구 덕릉로 591 1층 102호,중계동 413-8,치킨,37.6509816,127.071854,0,D,0,7.5
582,땅스부대찌개 중계점,5.0,1,3,https://place.map.kakao.com/1803019295,서울 노원구 중계로 198 상가 1층,중계동 366,"찌개,전골",37.6519337,127.0795233,0,D,0,7.5
584,행복한밥집,5.0,1,4,https://place.map.kakao.com/16379574,서울 노원구 한글비석로 276,중계동 366-11,한식,37.6518767,127.0777573,0,D,0,7.5
594,등촌샤브칼국수 중계점,5.0,1,7,https://place.map.kakao.com/1256863259,서울 노원구 한글비석로 270 스카이타워 104호,중계동 366-9,샤브샤브,37.6515448,127.0773761,0,D,0,7.5
540,삼정종합어시장,3.3,3,13,https://place.map.kakao.com/1442356939,서울 노원구 덕릉로83길 15 1층,중계동 154-41,회,37.6598165,127.0744131,0,D,0,7.425
574,옛촌냉면,3.3,3,3,https://place.map.kakao.com/13293729,서울 노원구 동일로 1279,중계동 502-1,냉면,37.644231,127.0634009,0,D,0,7.425
577,빽다방 중계은행사거리점,3.3,3,0,https://place.map.kakao.com/27095996,서울 노원구 한글비석로 235 하나프라자빌딩 105호,중계동 360-11,커피전문점,37.6487497,127.0763296,4,D,0,7.425
457,속초붉은대게 중계점,3.5,2,19,https://place.map.kakao.com/1701868494,0,중계동 589,"게,대게",37.658358,127.0747916,0,D,0,7.0
561,명륜진사갈비 상계역점,2.6,5,6,https://place.map.kakao.com/1521072166,서울 노원구 덕릉로87길 21,중계동 141,갈비,37.660763,127.074466,0,D,0,6.5
460,화로상회 상계역점,2.2,9,54,https://place.map.kakao.com/1461918151,서울 노원구 한글비석로 384 대호프라자 113~120호,중계동 591,"육류,고기",37.6597817,127.0731906,0,D,0,5.94
480,투썸플레이스 중계은행사거리점,2.3,8,4,https://place.map.kakao.com/14683999,서울 노원구 한글비석로 242 삼부플라자 1층,중계동 364-19,커피전문점,37.64919800000001,127.0769575,4,D,0,5.52
469,카페브람스,2.1,8,11,https://place.map.kakao.com/1176215888,서울 노원구 중계로8길 48,중계동 43-15,카페,37.6461632,127.0846881,4,D,0,5.04
474,KFC 중계은행사거리점,2.4,7,1,https://place.map.kakao.com/27584428,서울 노원구 한글비석로 227,중계동 360-14,패스트푸드,37.647867,127.0762533,3,D,0,5.04
567,뚜레쥬르 중계브라운점,2.5,4,0,https://place.map.kakao.com/7849743,"서울 노원구 동일로203가길 29 브라운스톤중계 1층 185,186호",중계동 506,"제과,베이커리",37.6393876,127.0642707,4,D,0,5.0
526,설빙 중계은행사거리점,3.0,2,4,https://place.map.kakao.com/26644177,서울 노원구 중계로 218 원광빌딩 201호,중계동 359-14,디저트카페,37.6508113,127.0759834,4,D,0,4.5
530,조마루 상계역점,3.0,2,7,https://place.map.kakao.com/27300727,서울 노원구 덕릉로 705,중계동 144-1,감자탕,37.6606306,127.0752802,0,D,0,4.5
552,양꼬치가,3.0,2,15,https://place.map.kakao.com/1575054414,서울 노원구 한글비석로20길 30,중계동 154-13,중화요리,37.6604154,127.0741541,1,D,0,4.5
517,교촌치킨 중계2호점,1.4,10,2,https://place.map.kakao.com/19147149,서울 노원구 덕릉로 721 정진빌라 1층,중계동 137-39,치킨,37.6620064,127.0755034,0,D,0,4.2
591,메가커피 중계브라운스톤점,2.7,3,2,https://place.map.kakao.com/1443789514,"서울 노원구 동일로203가길 29 1층 173,174호",중계동 506,커피전문점,37.6393876,127.0642707,4,D,0,4.05
529,배스킨라빈스 중계브라운스톤점,2.4,5,2,https://place.map.kakao.com/12255580,서울 노원구 동일로203가길 29,중계동 506,아이스크림,37.6393876,127.0642707,0,D,0,3.6
495,홍연집 상계역점,2.2,5,25,https://place.map.kakao.com/27478815,서울 노원구 덕릉로83길 19-5,중계동 154-38,회,37.6597039,127.0741924,0,D,0,3.3
498,도미노피자 중계점,1.8,5,5,https://place.map.kakao.com/7832343,서울 노원구 한글비석로8길 29 중계주공6단지 상가 102호,중계동 364-14,피자,37.6482169,127.0784689,3,D,0,2.7
471,사이코우스시,1.1,8,15,https://place.map.kakao.com/24811983,서울 노원구 덕릉로73길 18,중계동 423-40,"초밥,롤",37.6521367,127.0723076,2,D,0,2.64
490,이층소정육식당 상계역점,2.5,2,42,https://place.map.kakao.com/258630503,서울 노원구 한글비석로 369 2층,중계동 157-33,"육류,고기",37.6583651,127.0739732,0,D,0,2.5
532,이자카야심,3.0,1,15,https://place.map.kakao.com/1483918776,서울 노원구 덕릉로83길 20-10,중계동 154-5,일본식주점,37.6604324,127.0745891,2,D,0,2.25
550,채선당 중계점,3.0,1,2,https://place.map.kakao.com/8093485,서울 노원구 덕릉로 692 2층,중계동 160,샤브샤브,37.6593332,127.0757429,0,D,0,2.25
559,롯데리아 상계점,3.0,1,2,https://place.map.kakao.com/14600358,서울 노원구 한글비석로 369,중계동 157-33,패스트푸드,37.6583651,127.0739732,3,D,0,2.25
487,플루토,2.3,3,13,https://place.map.kakao.com/14632086,서울 노원구 동일로 1308 정안프라자 지하1층,중계동 515-2,뷔페,37.64669749999999,127.0657247,3,D,0,2.07
