,Name,Score,Numberofscore,Review,Link,Addr,Typename,lat,lng,Typenum
369,꾸꾸루꾸바베큐 하계점,4.0,1,5,https://place.map.kakao.com/16875454,서울 노원구 섬밭로 196 장미아파트상가 116,치킨,37.6335004,127.0678755,0
370,반찬카페 하계동규빈맘,3.0,2,0,https://place.map.kakao.com/551040937,서울 노원구 공릉로58길 87 1층,한식뷔페,37.6356082,127.0732258,0
371,진도리닭도리탕 노원점,0.0,0,2,https://place.map.kakao.com/1314046617,서울 노원구 한글비석로1길 81-4 1층,닭요리,37.641463,127.0702377,0
372,오이시돈카츠,3.3,4,3,https://place.map.kakao.com/1494463248,서울 노원구 공릉로59가길 29-1,"돈까스,우동",37.6345334,127.0707285,0
373,이리로,5.0,2,6,https://place.map.kakao.com/201780787,서울 노원구 공릉로 358-7 1층,양식,37.638833,127.0702512,3
374,정차돌 하계점,3.7,3,3,https://place.map.kakao.com/933790647,서울 노원구 한글비석로1길 33,"육류,고기",37.639115,127.0703655,0
375,참맛깔곱창,3.3,4,4,https://place.map.kakao.com/913915997,서울 노원구 섬밭로 232,"곱창,막창",37.6366317,127.066364,0
376,삼거리식당,5.0,1,1,https://place.map.kakao.com/16820289,서울 노원구 공릉로58길 82,한식,37.6354062,127.0729757,0
377,본죽 하계점,2.3,7,0,https://place.map.kakao.com/16003688,서울 노원구 노원로 248 삼성이오니아 오피스텔 106호,죽,37.6399026,127.0738093,0
378,메가커피 노원을지병원점,0.0,0,0,https://place.map.kakao.com/693268371,서울 노원구 공릉로 324-2 1층,커피전문점,37.6356173,127.0711761,4
379,파리바게뜨 하계벽산점,0.0,0,1,https://place.map.kakao.com/18134200,서울 노원구 섬밭로 209 건영아파트상가,"제과,베이커리",37.6487209,127.0743189,4
380,키즈런,0.0,0,1,https://place.map.kakao.com/23522134,서울 노원구 공릉로59길 15,키즈카페,37.6331134,127.0710645,4
381,김밥친구라면,3.0,3,0,https://place.map.kakao.com/16559454,서울 노원구 공릉로58길 131,분식,37.6363924,127.0753348,0
382,통짬뽕,2.3,3,0,https://place.map.kakao.com/16414710,서울 노원구 공릉로58가길 4,중화요리,37.6357477,127.0730904,1
383,삼거리실내포차,0.0,0,0,https://place.map.kakao.com/18876027,서울 노원구 공릉로58가길 19,실내포장마차,37.6361729,127.0723906,0
384,서울집,1.0,2,11,https://place.map.kakao.com/421061895,서울 노원구 공릉로 326-5,닭요리,37.6360718,127.0712192,0
385,달밭두루치기,0.0,0,3,https://place.map.kakao.com/16051287,서울 노원구 한글비석로1길 68,"불고기,두루치기",37.6392243,127.0715448,0
386,주도락,5.0,1,5,https://place.map.kakao.com/27299117,서울 노원구 공릉로 358-5 1층,"호프,요리주점",37.638839,127.0699826,5
387,양자강,2.7,3,1,https://place.map.kakao.com/8490458,서울 노원구 공릉로59길 15 3층,중화요리,37.6331134,127.0710645,1
388,카레테이블 과기대점,4.1,7,2,https://place.map.kakao.com/92416175,서울 노원구 공릉로58길 117 2층,퓨전일식,37.636035,127.0746833,2
389,고향숯불소갈비살,4.2,5,5,https://place.map.kakao.com/21331883,서울 노원구 섬밭로 196 장미아파트상가 1층,갈비,37.6335004,127.0678755,0
390,커피랑파이랑 1호점,5.0,2,1,https://place.map.kakao.com/16066588,서울 노원구 한글비석로1길 28,커피전문점,37.6392243,127.0715448,4
391,갑식이네착한낙지,1.0,1,19,https://place.map.kakao.com/1291628371,서울 노원구 노원로 247,"해물,생선",37.6394137,127.0734006,0
392,던킨도너츠 노원세이브존점,4.3,3,1,https://place.map.kakao.com/13042003,서울 노원구 한글비석로 57 노원세이브존 지하1층,도넛,37.636639,127.0684032,4
393,빅스타피자,0.0,0,0,https://place.map.kakao.com/1521817565,서울 노원구 공릉로58길 41,피자,37.6341786,127.0722341,3
394,속초세꼬시,3.0,1,0,https://place.map.kakao.com/16269584,서울 노원구 공릉로70길 6,회,37.6391166,127.0697672,0
395,도마우에,0.0,0,3,https://place.map.kakao.com/1162196929,서울 노원구 공릉로59가길 28,일본식주점,37.634591,127.070943,2
396,이디야커피 세이브존노원점,0.0,0,0,https://place.map.kakao.com/1530972537,서울 노원구 한글비석로 57 지하1층,커피전문점,37.6378958,127.0686347,4
397,처갓집양념치킨 하계점,5.0,1,3,https://place.map.kakao.com/1406722757,서울 노원구 공릉로58길 176 우방아파트 상가동 101호,치킨,37.625996,127.08608,0
398,우스타그램,3.8,5,14,https://place.map.kakao.com/1586050005,서울 노원구 섬밭로 196,"육류,고기",37.6336102,127.0678022,0
399,터틀힐,5.0,3,0,https://place.map.kakao.com/818233574,서울 노원구 공릉로58길 106 1층,샌드위치,37.63556639999999,127.0742177,3
400,네네치킨 하계1점,2.0,2,2,https://place.map.kakao.com/10191883,서울 노원구 공릉로59가길 28,치킨,37.634591,127.070943,0
401,카페리노,5.0,1,0,https://place.map.kakao.com/2039394114,서울 노원구 동일로207길 186,커피전문점,37.6362848,127.0613593,4
402,골마을남원추어탕,0.0,0,4,https://place.map.kakao.com/1365658433,서울 노원구 노원로 248,추어,37.6399026,127.0738093,0
403,참죽,0.0,0,0,https://place.map.kakao.com/1726306811,서울 노원구 공릉로 324-2 2층,죽,37.6356173,127.0711761,0
404,감나무아래,4.2,5,3,https://place.map.kakao.com/706132623,서울 노원구 공릉로70길 8-4,카페,37.6390577,127.0698393,4
405,혜성식당,0.0,0,0,https://place.map.kakao.com/1182342645,서울 노원구 노원로16길 21 중계주공9단지아파트 제1상가,"육류,고기",37.6428883,127.0737358,0
406,고릴라김밥시즌3,2.5,4,0,https://place.map.kakao.com/491727771,서울 노원구 노원로 248,분식,37.6399026,127.0738093,0
407,예노,0.0,0,1,https://place.map.kakao.com/1428401059,서울 노원구 공릉로58길 117,카페,37.636035,127.0746833,4
408,돌마루,4.8,4,2,https://place.map.kakao.com/12826383,서울 노원구 노원로15길 51-25,"육류,고기",37.6405713,127.0700539,0
409,하계생오리,5.0,3,1,https://place.map.kakao.com/2132841003,서울 노원구 한글비석로 91 2층,오리,37.6392243,127.0715448,0
410,비젼,5.0,4,0,https://place.map.kakao.com/1256088844,서울 노원구 공릉로58가길 12,한식,37.6360746,127.0729493,0
411,멕시칸라이브그릴,0.0,0,2,https://place.map.kakao.com/2049891492,서울 노원구 공릉로58길 87 102호,"육류,고기",37.6356082,127.0732258,0
412,피자엔,2.7,3,0,https://place.map.kakao.com/21541471,서울 노원구 한글비석로 57,피자,37.6378958,127.0686347,3
413,버무리 하계점,3.0,2,0,https://place.map.kakao.com/1734958783,서울 노원구 노원로 254 부광프라자 105호,떡볶이,37.6401491,127.0735275,0
414,스시선,5.0,1,2,https://place.map.kakao.com/683305507,서울 노원구 한글비석로 57 세이브존 지하1층,"초밥,롤",37.636639,127.0684032,2
415,터프커피(tuff coffee),4.0,1,2,https://place.map.kakao.com/1626748095,서울 노원구 공릉로58길 122,음식점,37.6360424,127.0750571,0
416,마시내탕수육&파닭,0.0,0,0,https://place.map.kakao.com/1729417527,서울 노원구 한글비석로 91,중화요리,37.6392243,127.0715448,1
417,수내닭꼬치 과기대점,0.0,0,2,https://place.map.kakao.com/158311561,서울 노원구 공릉로62가길 64 대영빌딩 1층,닭요리,37.5210579,126.9297678,0
418,바다속풍경,5.0,1,4,https://place.map.kakao.com/798666614,서울 노원구 공릉로58길 99,일식,37.6356799,127.0739841,2
419,티바두마리치킨 하계점,2.3,3,2,https://place.map.kakao.com/18465256,서울 노원구 공릉로58길 97 101호,치킨,37.6356428,127.073844,0
420,피자스톰 노원점,5.0,3,4,https://place.map.kakao.com/1058645266,서울 노원구 한글비석로1길 81-4,음식점,37.641463,127.0702377,0
421,페리카나 서울온천점,3.7,3,1,https://place.map.kakao.com/8134892,서울 노원구 노원로16길 21 중계주공9단지아파트 상가 1층 104호,치킨,37.6428883,127.0737358,0
422,에디슨DHA치킨 하계1호점,4.0,5,0,https://place.map.kakao.com/10570377,서울 노원구 섬밭로 196,치킨,37.6336102,127.0678022,0
423,청록영양탕,0.0,0,0,https://place.map.kakao.com/20744434,서울 노원구 공릉로58길 69,"사철탕,영양탕",37.6353814,127.0722293,0
424,마들순대국,0.0,0,0,https://place.map.kakao.com/20741507,서울 노원구 공릉로 326-5,순대,37.6360718,127.0712192,0
425,휘드카페 하계점,5.0,1,0,https://place.map.kakao.com/969790715,서울 노원구 공릉로58길 108,카페,37.6356282,127.0743937,4
426,크리스피자,5.0,1,1,https://place.map.kakao.com/12450397,서울 노원구 섬밭로 232,피자,37.6366317,127.066364,3
427,땡기네,5.0,3,2,https://place.map.kakao.com/63060212,서울 노원구 한글비석로1길 68,"곱창,막창",37.6392243,127.0715448,0
428,갑분식,0.0,0,8,https://place.map.kakao.com/13349332,서울 노원구 섬밭로 196 장미6단지상가 101-5호,분식,37.6336102,127.0678022,0
429,향촌 오리숯불회전구이,0.0,0,0,https://place.map.kakao.com/18437383,서울 노원구 공릉로58길 21,오리,37.6335701,127.0724343,0
430,채선당 샤브보트 세이브존노원점,5.0,1,5,https://place.map.kakao.com/2081831400,서울 노원구 한글비석로 57 지하1층,샤브샤브,37.6378958,127.0686347,0
431,치킨신드롬 중계점,0.0,0,1,https://place.map.kakao.com/13148279,서울 노원구 섬밭로 232 우성상가 109호,치킨,37.6366317,127.066364,0
432,커피하우스,1.8,5,1,https://place.map.kakao.com/27494197,서울 노원구 한글비석로1길 69,카페,37.6406843,127.0702032,4
433,짱스1인샤브샤브,5.0,1,3,https://place.map.kakao.com/1208647522,서울 노원구 공릉로 326-11,샤브샤브,37.6361755,127.0715771,0
434,깜닭치킨 하계점,0.0,0,2,https://place.map.kakao.com/2091449297,서울 노원구 한글비석로1길 59,치킨,37.6402884,127.0705038,0
435,두찜 노원하계점,3.0,2,17,https://place.map.kakao.com/602105620,서울 노원구 공릉로58길 88 1층,닭요리,37.6354352,127.0732257,0
436,조아애떡볶이 하계중앙점,0.0,0,0,https://place.map.kakao.com/262072037,서울 노원구 한글비석로 91 상가동 106호,떡볶이,37.6392243,127.0715448,0
437,치킨 더주모리 하계점,0.0,0,0,https://place.map.kakao.com/27494195,서울 노원구 노원로15길 43 1층,치킨,37.6407975,127.070059,0
438,정가네한방왕족발,0.0,0,3,https://place.map.kakao.com/1278461407,서울 노원구 노원로15길 51-30,"족발,보쌈",37.6394183,127.0700841,0
439,스시류,0.0,0,0,https://place.map.kakao.com/1926053950,서울 노원구 공릉로58길 131 동방빌딩 1층,"초밥,롤",37.6363924,127.0753348,2
440,안동반점,0.0,0,0,https://place.map.kakao.com/16676403,서울 노원구 섬밭로 232,중화요리,37.6366317,127.066364,1
441,추풍령맛감자탕 하계점,0.0,0,0,https://place.map.kakao.com/8164071,서울 노원구 공릉로 326-11,감자탕,37.6361755,127.0715771,0
442,한상차림,0.0,0,0,https://place.map.kakao.com/27513970,서울 노원구 공릉로62길 27-11,오리,37.6363706,127.0712902,0
443,공방카페 림,0.0,0,0,https://place.map.kakao.com/27349728,서울 노원구 공릉로58길 106 1층,카페,37.63556639999999,127.0742177,4
444,진참치,5.0,1,1,https://place.map.kakao.com/1640993908,서울 노원구 한글비석로1길 61,참치회,37.6403697,127.0704144,0
445,쌀통닭 하계점,3.3,3,2,https://place.map.kakao.com/225608909,서울 노원구 공릉로70길 10,치킨,37.63911909999999,127.0702,0
446,카페 쿼리,5.0,2,0,https://place.map.kakao.com/238097997,서울 노원구 공릉로58길 122 1층,카페,37.6360424,127.0750571,4
447,카페일분 하계점,5.0,1,0,https://place.map.kakao.com/80658833,서울 노원구 공릉로59길 15 1층 114호,카페,37.6331134,127.0710645,4
448,카페친구네집,5.0,2,0,https://place.map.kakao.com/576688140,서울 노원구 공릉로58길 23 1층,카페,37.6337152,127.072437,4
449,얌샘김밥 노원세이브존점,1.7,3,0,https://place.map.kakao.com/1047838694,서울 노원구 한글비석로 57,분식,37.6378958,127.0686347,0
450,연어시장,4.4,38,71,https://place.map.kakao.com/27487698,서울 노원구 석계로 13,회,37.6160187,127.0643088,0
451,무명칼국수,4.3,30,73,https://place.map.kakao.com/16820063,서울 노원구 석계로7길 4,국수,37.6166696,127.0638906,0
452,엄마마늘보쌈,4.1,17,39,https://place.map.kakao.com/19338611,서울 노원구 석계로 16,"족발,보쌈",37.6162877,127.0644753,0
453,화로상회,3.3,8,13,https://place.map.kakao.com/27503771,서울 노원구 광운로 37,"육류,고기",37.6207876,127.0586112,0
454,마떡다이천 광운대본점,4.5,19,13,https://place.map.kakao.com/1433789219,서울 노원구 석계로 106 1층,분식,37.6230986,127.060398,0
455,3900착한초밥,4.0,17,15,https://place.map.kakao.com/1465489061,서울 노원구 광운로1길 26,"초밥,롤",37.6192923,127.05607,2
456,스시다온,4.1,16,57,https://place.map.kakao.com/1660204183,서울 노원구 석계로 9 2층,"초밥,롤",37.61565,127.0644018,2
457,1일1잔,5.0,3,9,https://place.map.kakao.com/485967615,서울 노원구 광운로2길 6 1층,디저트카페,37.6180605,127.0574109,4
458,라무야끼,4.0,5,51,https://place.map.kakao.com/1867396584,서울 노원구 석계로3길 15-1,"육류,고기",37.615677,127.0637105,0
459,스타벅스 월계역점,2.9,16,6,https://place.map.kakao.com/1516356548,서울 노원구 초안산로2라길 26 104~106호,커피전문점,37.63115310000001,127.0577021,4
460,서민초밥,3.8,10,38,https://place.map.kakao.com/417526658,서울 노원구 석계로3길 17,"초밥,롤",37.6158483,127.0636041,2
461,투썸플레이스 석계역점,2.4,13,6,https://place.map.kakao.com/18513082,서울 노원구 석계로1길 10 2층,커피전문점,37.6155882,127.0640979,4
462,진정성담은양평가,3.0,2,32,https://place.map.kakao.com/1876792092,서울 노원구 석계로1길 14 2층,해장국,37.6155226,127.0638982,0
463,일심해장국 월계점,2.9,7,184,https://place.map.kakao.com/15319006,서울 노원구 석계로15길 25 한일아파트상가 108호,해장국,37.6218998,127.0613646,0
464,마루국시,3.1,8,5,https://place.map.kakao.com/11741047,서울 노원구 월계로55길 64 1층,한정식,37.633906,127.0596535,0
465,스타벅스 광운대점,3.6,9,3,https://place.map.kakao.com/17884753,서울 노원구 석계로 104,커피전문점,37.6231479,127.0607009,4
466,베트남노상식당 광운대점,3.8,13,15,https://place.map.kakao.com/133766057,서울 노원구 월계동 925,동남아음식,37.6218076,127.0603111,5
467,스시쟁이,2.8,14,10,https://place.map.kakao.com/26502291,서울 노원구 석계로 18,"초밥,롤",37.61639359999999,127.0644332,2
468,카페거실,3.4,7,19,https://place.map.kakao.com/1907430050,서울 노원구 화랑로47길 9,커피전문점,37.6157063,127.0666166,4
469,일번지포장마차,3.9,8,43,https://place.map.kakao.com/15291549,서울 노원구 화랑로 337-4,실내포장마차,37.6152064,127.0651538,0
470,육장군,4.4,5,33,https://place.map.kakao.com/27576442,서울 노원구 화랑로 337-15,"육류,고기",37.6155497,127.0650407,0
471,호재돈까스,4.4,18,35,https://place.map.kakao.com/1953570472,서울 노원구 석계로3길 15-1,"돈까스,우동",37.615677,127.0637105,0
472,슬슬커피,4.8,4,13,https://place.map.kakao.com/1682165592,서울 노원구 석계로11길 35 1층,커피전문점,37.6168277,127.0630436,4
473,서초우동 광운대역점,4.9,8,4,https://place.map.kakao.com/21556473,서울 노원구 석계로18길 23,"돈까스,우동",37.6240119,127.0606867,0
474,기와집,4.1,7,6,https://place.map.kakao.com/8690963,서울 노원구 석계로 35,한식,37.6178927,127.0637212,0
475,오메가생선구이 본점,4.3,7,17,https://place.map.kakao.com/17271272,서울 노원구 화랑로 343,"해물,생선",37.6152321,127.0660166,0
476,장군숯불족발,4.5,2,26,https://place.map.kakao.com/8073706,서울 노원구 화랑로43가길 27,"족발,보쌈",37.615009,127.0632182,0
477,마시써머거바,3.5,2,12,https://place.map.kakao.com/914234380,서울 노원구 월계동 46-3,토스트,37.6148558,127.0650279,0
478,황금오리,3.5,2,6,https://place.map.kakao.com/9630494,서울 노원구 석계로1길 22,오리,37.6155313,127.0633986,0
479,삼대냉면,3.9,7,16,https://place.map.kakao.com/16380812,서울 노원구 석계로9길 33 1층,냉면,37.6166694,127.0626265,0
480,한입삼겹살,3.0,5,1,https://place.map.kakao.com/299247092,서울 노원구 화랑로 337-4,삼겹살,37.6152064,127.0651538,0
481,왕코등갈비 석계점,3.0,4,8,https://place.map.kakao.com/23123025,서울 노원구 석계로 22,갈비,37.6168716,127.064374,0
482,미가양꼬치,4.7,6,5,https://place.map.kakao.com/13027304,서울 노원구 석계로 13-3 1층,양꼬치,37.6159043,127.0642004,1
483,맘스터치 석계역점,2.2,10,4,https://place.map.kakao.com/1367802236,서울 노원구 석계로1길 18 2층,패스트푸드,37.6155031,127.0637115,3
484,제주본가,3.5,4,5,https://place.map.kakao.com/9408821,서울 노원구 석계로1길 18,"육류,고기",37.6155031,127.0637115,0
485,애슐리퀸즈 이마트월계점,2.6,14,59,https://place.map.kakao.com/680801617,서울 노원구 마들로3길 15 이마트월계점 1층 애슐리퀸즈,패밀리레스토랑,37.6265118,127.0619079,3
486,육수당 석계역점,3.6,7,18,https://place.map.kakao.com/1892516181,서울 노원구 화랑로 343 1층 102호,국밥,37.6152321,127.0660166,0
487,초안산갈비,5.0,3,6,https://place.map.kakao.com/1635721809,서울 노원구 덕릉로60길 263,갈비,37.6297452,127.0465414,0
488,호호커피집,4.3,7,9,https://place.map.kakao.com/16421234,"서울 노원구 화랑로 337-21 1층, 2층",커피전문점,37.6158453,127.0649328,4
489,우리집,4.0,4,3,https://place.map.kakao.com/16851034,서울 노원구 광운로22길 9,한식,37.6284436,127.0592714,0
490,후아나 석계점,4.2,5,4,https://place.map.kakao.com/1671540851,서울 노원구 석계로1길 18 301호,디저트카페,37.6155031,127.0637115,4
491,친친,3.8,12,2,https://place.map.kakao.com/27475357,서울 노원구 석계로18길 10-9 2층,중화요리,37.6235883,127.0608982,1
492,샐러드조이,4.8,6,47,https://place.map.kakao.com/87024728,서울 노원구 초안산로2라길 31 BS빌딩 2층,카페,37.6311433,127.0581747,4
493,엉터리앙평해장국 석계역점,5.0,1,9,https://place.map.kakao.com/1512390559,서울 노원구 석계로1길 14,해장국,37.6155226,127.0638982,0
494,군자대한곱창 석계역점,5.0,2,25,https://place.map.kakao.com/125798933,서울 노원구 석계로 14-1 1층,"곱창,막창",37.6161232,127.064525,0
495,수해복마라탕 광운대점,4.4,16,11,https://place.map.kakao.com/961930767,서울 노원구 광운로 39 2층,중식,37.6210305,127.0588993,1
496,그남자의돼지갈비 4호점,3.7,3,10,https://place.map.kakao.com/2031372265,서울 노원구 월계로 336 2층,갈비,37.6291401,127.0578102,0
497,신연마라탕,4.3,8,6,https://place.map.kakao.com/364066914,서울 노원구 광운로 35,중식,37.62066890000001,127.0586353,1
498,여자만아구찜,3.5,2,5,https://place.map.kakao.com/534426827,서울 노원구 석계로18길 10-8,아구,37.6234861,127.0608575,0
499,아빵,4.4,7,10,https://place.map.kakao.com/27550729,서울 노원구 초안산로2라길 13,"제과,베이커리",37.6316399,127.0573935,4
500,클라우드9,4.0,4,9,https://place.map.kakao.com/20744235,서울 노원구 화랑로 337-23,이탈리안,37.6159207,127.0649047,3
501,태백마루,3.6,5,15,https://place.map.kakao.com/19176066,서울 노원구 화랑로 349 2층,닭요리,37.6153327,127.0666576,0
502,와플팝,5.0,3,1,https://place.map.kakao.com/574585945,서울 노원구 초안산로2라길 17 1층,간식,37.6315623,127.0575021,0
503,롯데리아 석계점,1.8,9,0,https://place.map.kakao.com/7857648,서울 노원구 화랑로 325,패스트푸드,37.6149164,127.0640383,3
504,빽다방 광운대점,4.3,3,4,https://place.map.kakao.com/27094505,서울 노원구 광운로 43 로얄포토빌딩 1층,커피전문점,37.6213106,127.0590011,4
505,노란오빠생각,1.0,1,0,https://place.map.kakao.com/980550235,서울 노원구 화랑로 337,떡볶이,37.6152064,127.0651538,0
506,파리바게뜨 석계역점,4.5,6,80,https://place.map.kakao.com/21656626,"서울 노원구 마들로 31 상가동 107,108,148호","제과,베이커리",37.6176466,127.0685939,4
507,하다식당 월계직영점,4.3,9,11,https://place.map.kakao.com/727616311,서울 노원구 초안산로2길 122 1층,"돈까스,우동",37.6338021,127.0582658,0
508,카페베르데 광운대본점,4.0,1,1,https://place.map.kakao.com/16298833,서울 노원구 광운로 17-3 1층,카페,37.6192718,127.0575587,4
509,싱싱오징어바다 석계역점,2.0,3,14,https://place.map.kakao.com/19839143,서울 노원구 석계로 14,"해물,생선",37.6160108,127.0645547,0
510,엘가커피 석계점,3.0,6,7,https://place.map.kakao.com/24693403,서울 노원구 석계로1길 22,카페,37.6155313,127.0633986,4
511,장어구이셀프타운,3.5,2,9,https://place.map.kakao.com/20740538,서울 노원구 화랑로45길 40,장어,37.6167711,127.065329,0
512,화돌농장,4.3,7,0,https://place.map.kakao.com/26849111,서울 노원구 광운로 133,"육류,고기",37.6282142,127.0579624,0
513,보리보리 옥선이시골밥상,1.7,3,5,https://place.map.kakao.com/11814895,서울 노원구 월계로55길 64,한식,37.633906,127.0596535,0
514,소문난곱창,4.7,3,4,https://place.map.kakao.com/13287923,서울 노원구 석계로7길 12-8 1층,"곱창,막창",37.6163437,127.0632513,0
515,용궁중화요리,2.0,7,9,https://place.map.kakao.com/8458383,서울 노원구 월계로 325,중화요리,37.6281642,127.0527347,1
516,도미노피자 월계점,4.3,4,1,https://place.map.kakao.com/26815517,서울 노원구 광운로 52,피자,37.6218638,127.0596658,3
517,꿈의김밥,4.0,6,1,https://place.map.kakao.com/866759727,서울 노원구 석계로3길 41 1층,분식,37.616447,127.0625319,0
518,스타벅스 월계트레이더스점,5.0,2,7,https://place.map.kakao.com/780657144,서울 노원구 마들로3길 17,커피전문점,37.6265118,127.0619079,4
519,써브웨이 광운대역점,1.9,7,7,https://place.map.kakao.com/2024470096,서울 노원구 광운로 57,샌드위치,37.622599,127.0595456,3
520,마포연탄불고기,4.4,9,5,https://place.map.kakao.com/21353407,서울 노원구 석계로18길 4,"불고기,두루치기",37.6232258,127.0605334,0
521,BHC치킨 월계스타점,4.2,5,1,https://place.map.kakao.com/1219738630,서울 노원구 초안산로2라길 19 201호,치킨,37.63143460000001,127.0576408,0
522,메가커피 석계역점,1.7,7,1,https://place.map.kakao.com/931744501,서울 노원구 화랑로 337 1층 103호,커피전문점,37.6152064,127.0651538,4
523,피자굽는오빠 2호점,5.0,1,27,https://place.map.kakao.com/140659618,서울 노원구 초안산로5길 12,이탈리안,37.6325296,127.0517095,3
524,백채김치찌개 석계점,3.3,7,13,https://place.map.kakao.com/27441093,서울 노원구 석계로3길 17,"찌개,전골",37.6158483,127.0636041,0
525,윤스쿡,4.8,18,14,https://place.map.kakao.com/2123663334,서울 노원구 광운로 29 2층,"돈까스,우동",37.6202851,127.0584102,0
526,교촌치킨 석계역점,1.7,13,4,https://place.map.kakao.com/16051747,서울 노원구 석계로 31,치킨,37.6175018,127.0638541,0
527,이상봉 이참치,3.1,10,14,https://place.map.kakao.com/22320179,서울 노원구 석계로 21 2층,일식,37.6166236,127.0641121,2
528,디델리 광운대점,3.0,5,11,https://place.map.kakao.com/16081384,서울 노원구 광운로 31,분식,37.6203955,127.0584779,0
529,옥남집,5.0,2,3,https://place.map.kakao.com/27524740,서울 노원구 광운로 68,한정식,37.6232768,127.0602564,0
530,커피나무,3.0,12,0,https://place.map.kakao.com/1030306506,서울 노원구 화랑로 325,커피전문점,37.6149164,127.0640383,4
531,장수국수,1.0,1,17,https://place.map.kakao.com/24997619,서울 노원구 광운로 27,국수,37.6201787,127.0582915,0
532,배스킨라빈스 석계점,3.0,5,4,https://place.map.kakao.com/26794261,서울 노원구 석계로1길 10,아이스크림,37.6155882,127.0640979,0
533,향원,4.1,10,1,https://place.map.kakao.com/19032295,서울 노원구 석계로 27,중화요리,37.6172562,127.0638991,1
534,빈대주막 석계점,3.0,2,4,https://place.map.kakao.com/16053856,서울 노원구 석계로1길 10,"호프,요리주점",37.6155882,127.0640979,5
535,청계천8가삼성곱창,4.8,4,4,https://place.map.kakao.com/374001076,서울 노원구 석계로3길 32,"곱창,막창",37.6163191,127.0630987,0
536,어반,5.0,2,11,https://place.map.kakao.com/685806660,서울 노원구 석계로3길 11 2층,"호프,요리주점",37.6157066,127.0639174,5
537,곤지암할매소머리국밥&순대국 본점,3.4,7,0,https://place.map.kakao.com/102346965,서울 노원구 월계로 338 상가 A동 101호,국밥,37.6290993,127.0586774,0
538,뚜레쥬르 카페광운대역점,4.5,2,2,https://place.map.kakao.com/814390841,서울 노원구 석계로 105,"제과,베이커리",37.6228285,127.0605396,4
539,이자카야 콤마,3.7,3,2,https://place.map.kakao.com/220378937,서울 노원구 석계로 10 2층,일본식주점,37.6157304,127.0646511,2
540,치킨에꼬치다,3.7,3,8,https://place.map.kakao.com/1036609254,서울 노원구 석계로 12 1층,치킨,37.61582569999999,127.0646182,0
541,석계3층집,4.3,3,5,https://place.map.kakao.com/26853973,서울 노원구 석계로 21 3층,오리,37.6166236,127.0641121,0
542,이디야커피 월계인덕점,0.0,0,1,https://place.map.kakao.com/1586230348,서울 노원구 광운로22길 39,커피전문점,37.6285009,127.0592932,4
543,맘스터치 월계역점,4.2,5,4,https://place.map.kakao.com/1286697365,서울 노원구 초안산로2라길 26 1층 107호,패스트푸드,37.63115310000001,127.0577021,3
544,KFC 월계이마트점,2.0,7,0,https://place.map.kakao.com/8014030,서울 노원구 마들로3길 15 2층,패스트푸드,37.62644,127.0619091,3
545,더원,3.6,5,11,https://place.map.kakao.com/152856273,서울 노원구 광운로 61,중식,37.6229034,127.0597592,1
546,노원골제주흑돼지 2호점,4.3,3,13,https://place.map.kakao.com/733033915,서울 노원구 석계로 19,"육류,고기",37.616466,127.064122,0
547,미식성,4.0,4,1,https://place.map.kakao.com/9443559,서울 노원구 광운로 9,중화요리,37.6186541,127.0572675,1
548,미아리우동집 석계역점,3.0,4,4,https://place.map.kakao.com/55284543,서울 노원구 석계로3길 27 1층,"돈까스,우동",37.6160918,127.0631899,0
549,리드브레드 석계역점,4.4,8,8,https://place.map.kakao.com/741643395,서울 노원구 화랑로 353 1층,"제과,베이커리",37.6154081,127.0669636,4
550,노랑통닭 석계역점,3.0,8,8,https://place.map.kakao.com/27430275,서울 노원구 석계로 12-1,치킨,37.6159191,127.0645876,0
551,던킨도너츠 광운대역점,3.7,3,1,https://place.map.kakao.com/21332237,서울 노원구 석계로 98-2,도넛,37.6232015,127.0616631,4
552,동대문엽기떡볶이 월계점,2.1,10,3,https://place.map.kakao.com/1346518616,서울 노원구 광운로 39 1층,떡볶이,37.6210305,127.0588993,0
553,육회공작소 석계점,2.0,2,5,https://place.map.kakao.com/27264445,서울 노원구 석계로 16,"육류,고기",37.6162877,127.0644753,0
554,햇살머믄꼬마김밥 석계역점,5.0,3,2,https://place.map.kakao.com/333894026,서울 노원구 화랑로45길 42,분식,37.6169293,127.0652806,0
555,여우곱창,5.0,1,11,https://place.map.kakao.com/13318900,서울 노원구 광운로 68,"곱창,막창",37.6232768,127.0602564,0
556,와라와라 석계역점,3.3,4,7,https://place.map.kakao.com/13082421,서울 노원구 석계로1길 14 3층,"호프,요리주점",37.6155226,127.0638982,5
557,이삭토스트 석계역점,5.0,2,2,https://place.map.kakao.com/1790780715,서울 노원구 석계로3길 21 1층,토스트,37.6159311,127.0634887,0
558,인정각,4.4,5,11,https://place.map.kakao.com/1816241497,서울 노원구 석계로3길 18 2층,중화요리,37.6159588,127.0637942,1
559,최대포소금구이,3.3,8,9,https://place.map.kakao.com/16442113,서울 노원구 석계로7길 14,"육류,고기",37.6163157,127.0635745,0
560,은빛회포차,4.0,4,3,https://place.map.kakao.com/983033146,서울 노원구 석계로3길 8,회,37.6158099,127.0642208,0
561,옛날통닭 석계점,4.0,2,2,https://place.map.kakao.com/1596819279,서울 노원구 석계로3길 36 1층,치킨,37.6163848,127.0629721,0
