Name,Score,Numberofscore,Review,Link,Addr1,Addr2,Typename
인상적,3.7,6,26,https://place.map.kakao.com/1673662721,서울 노원구 덕릉로83길 20-7 지하1층,중계동 154-19,와인바
싹쓰리솥뚜껑김치삼겹살 중계점,4.0,8,9,https://place.map.kakao.com/1691544625,서울 노원구 중계로 129,중계동 311-22,삼겹살
역전할머니맥주 서울상계역점,5.0,1,7,https://place.map.kakao.com/250122602,서울 노원구 한글비석로20길 29,중계동 142-39,"호프,요리주점"
소문난 감자탕뼈해장국,3.2,6,10,https://place.map.kakao.com/13287922,서울 노원구 덕릉로 694,중계동 152-9,감자탕
포레스트담,2.0,3,6,https://place.map.kakao.com/22510150,서울 노원구 중계로 218,중계동 359-14,양식
버거톤 중계점,3.0,15,5,https://place.map.kakao.com/27596619,서울 노원구 섬밭로 258 건영백화점 1층,중계동 506-1,햄버거
족발야시장 상계역점,4.2,18,117,https://place.map.kakao.com/2147100552,서울 노원구 한글비석로22길 40 1층,중계동 141-6,"족발,보쌈"
설도 중계점,5.0,2,2,https://place.map.kakao.com/1401934696,서울 노원구 덕릉로 665-1 1층,중계동 434-49,"육류,고기"
서원,4.2,6,0,https://place.map.kakao.com/65946463,서울 노원구 덕릉로 692,중계동 160,갈비
신의주찹쌀순대 중계동점,2.4,14,21,https://place.map.kakao.com/13096742,"서울 노원구 동일로203가길 29 1층 144,145호",중계동 506,순대
500소갈비살 상계역점,0.0,0,13,https://place.map.kakao.com/253049752,서울 노원구 덕릉로83길 14-7,중계동 154-25,갈비
대머리곱창 중계점,3.8,5,7,https://place.map.kakao.com/357421900,서울 노원구 동일로 1279,중계동 503,"곱창,막창"
노랑통닭 중계점,3.7,3,55,https://place.map.kakao.com/1579088698,서울 노원구 한글비석로 245 두타빌 B동 1층,중계동 360-9,치킨
예가,4.3,3,7,https://place.map.kakao.com/16620366,서울 노원구 중계로8길 11,중계동 43-10,추어
맨시니스,3.7,6,8,https://place.map.kakao.com/364787817,서울 노원구 한글비석로22길 28 예원빌딩 4층,중계동 141-33,카페
3km,3.4,7,5,https://place.map.kakao.com/1584319026,서울 노원구 중계로19길 48,중계동 360-15,"호프,요리주점"
교촌치킨 중계2호점,1.4,10,2,https://place.map.kakao.com/19147149,서울 노원구 덕릉로 721 정진빌라 1층,중계동 137-39,치킨
우서목김밥,3.2,10,4,https://place.map.kakao.com/626332689,서울 노원구 중계로 202,중계동 366-4,분식
춘천골닭갈비,0.0,0,7,https://place.map.kakao.com/1957292276,서울 노원구 덕릉로83길 15 1층,중계동 154-41,닭요리
지지고 은행사거리점,5.0,4,2,https://place.map.kakao.com/1166916322,서울 노원구 한글비석로 265 영광프라자 104호,중계동 359-10,도시락
토다이 중계점(휴업중),2.1,11,33,https://place.map.kakao.com/15107601,서울 노원구 섬밭로 258 건영백화점 4층,중계동 506-1,해산물뷔페
춘천최부자숯불닭갈비 상계점,0.0,0,16,https://place.map.kakao.com/1898315427,서울 노원구 덕릉로83길 10 1층,중계동 154-28,닭요리
라화쿵부 상계역점,4.4,7,6,https://place.map.kakao.com/718586106,서울 노원구 덕릉로83길 17 2층,중계동 154-11,중식
고피자 중계학원가점,4.0,6,6,https://place.map.kakao.com/441150220,서울 노원구 한글비석로 250 그린코아빌딩 115호,중계동 364-20,피자
키즈앤팡 중계점,4.0,2,3,https://place.map.kakao.com/416680587,서울 노원구 중계로12가길 2 선인빌딩 4층,중계동 58-20,키즈카페
설빙 중계은행사거리점,3.0,2,4,https://place.map.kakao.com/26644177,서울 노원구 중계로 218 원광빌딩 201호,중계동 359-14,디저트카페
해신횟집,4.0,6,4,https://place.map.kakao.com/16679449,서울 노원구 덕릉로83길 20-4,중계동 154-20,참치회
BHC치킨 상계역점,5.0,5,0,https://place.map.kakao.com/2070591387,서울 노원구 덕릉로87길 13,중계동 142-44,치킨
배스킨라빈스 중계브라운스톤점,2.4,5,2,https://place.map.kakao.com/12255580,서울 노원구 동일로203가길 29,중계동 506,아이스크림
조마루 상계역점,3.0,2,7,https://place.map.kakao.com/27300727,서울 노원구 덕릉로 705,중계동 144-1,감자탕
하남돼지집 중계은행점,1.0,1,18,https://place.map.kakao.com/25161938,서울 노원구 한글비석로 271 1층,중계동 359-20,삼겹살
이자카야심,3.0,1,15,https://place.map.kakao.com/1483918776,서울 노원구 덕릉로83길 20-10,중계동 154-5,일본식주점
매일파스타,3.5,8,13,https://place.map.kakao.com/222388232,"서울 노원구 동일로203가길 29 브라운스톤상가 2층 226, 227호",중계동 506,양식
BHC치킨 중계점,2.2,16,4,https://place.map.kakao.com/26828958,서울 노원구 동일로 1280 상가동 지하층 06호 ,중계동 512,치킨
교촌치킨 중계1호점,3.2,5,1,https://place.map.kakao.com/8229796,서울 노원구 한글비석로 245,중계동 360-9,치킨
노원상계서서갈비,5.0,2,2,https://place.map.kakao.com/23786499,서울 노원구 한글비석로20길 56,중계동 140-2,갈비
설빙 상계역점,5.0,3,3,https://place.map.kakao.com/567336801,서울 노원구 덕릉로87길 21 2층,중계동 141,디저트카페
맘스터치 상계역점,2.9,8,4,https://place.map.kakao.com/558704688,서울 노원구 덕릉로83길 26 2층,중계동 154-15,패스트푸드
국물명가전주콩나물국밥 상계역점,3.5,4,4,https://place.map.kakao.com/1315294173,서울 노원구 한글비석로 367,중계동 157-41,국밥
삼정종합어시장,3.3,3,13,https://place.map.kakao.com/1442356939,서울 노원구 덕릉로83길 15 1층,중계동 154-41,회
청년다방 상계역점,4.8,4,8,https://place.map.kakao.com/1287008852,서울 노원구 덕릉로83길 26 102호,중계동 154-14,떡볶이
보노돈까스,4.9,8,8,https://place.map.kakao.com/21131937,서울 노원구 중계로8길 128,중계동 87-15,"돈까스,우동"
그남자의덮밥 중계점,4.0,5,60,https://place.map.kakao.com/2061208553,서울 노원구 동일로203가길 29 중계브라운스톤 156호,중계동 506,퓨전한식
만선수산,0.0,0,3,https://place.map.kakao.com/15668564,서울 노원구 한글비석로 366,중계동 589,회
사이공본가 상계점,4.0,5,6,https://place.map.kakao.com/199879654,서울 노원구 덕릉로 699 1층105호,중계동 143,베트남음식
교촌치킨 중계역점,2.7,7,1,https://place.map.kakao.com/16820460,서울 노원구 동일로 1279,중계동 503,치킨
인생극장 상계역점,0.0,0,5,https://place.map.kakao.com/480154023,서울 노원구 한글비석로20길 39,중계동 141-9,갈비
포&시드니 중계브라운스톤점,3.6,5,11,https://place.map.kakao.com/27323374,서울 노원구 동일로203가길 29 중계브라운스톤아파트 상가 1층 110호,중계동 506,동남아음식
송정낙지,1.0,1,10,https://place.map.kakao.com/1163481691,서울 노원구 덕릉로83길 16,중계동 154-23,"해물,생선"
채선당 중계점,3.0,1,2,https://place.map.kakao.com/8093485,서울 노원구 덕릉로 692 2층,중계동 160,샤브샤브
코코로돈까스,4.0,25,23,https://place.map.kakao.com/17550298,서울 노원구 한글비석로22길 30-1,중계4동 141-32,"돈까스,우동"
양꼬치가,3.0,2,15,https://place.map.kakao.com/1575054414,서울 노원구 한글비석로20길 30,중계동 154-13,중화요리
뚜레쥬르 상계점,2.3,3,0,https://place.map.kakao.com/1603868737,서울 노원구 덕릉로 669,중계동 434-1,"제과,베이커리"
푸라닭치킨 상계역점,4.4,28,0,https://place.map.kakao.com/1865160358,서울 노원구 덕릉로83길 20-7 1층,중계동 154-19,치킨
용을타는 돼지네포장마차,2.0,1,3,https://place.map.kakao.com/15858824,서울 노원구 중계로18길 17,중계동 366-13,실내포장마차
국빈,4.5,2,3,https://place.map.kakao.com/11558079,서울 노원구 중계로16가길 29,중계동 93-31,중화요리
동대문엽기떡볶이 중계점,4.5,4,9,https://place.map.kakao.com/26983981,서울 노원구 덕릉로 686 1층,중계동 158-4,떡볶이
본죽 중계은행사거리점,5.0,2,2,https://place.map.kakao.com/16617383,서울 노원구 한글비석로 245 두타빌A동 110호,중계동 360-9,죽
롯데리아 상계점,3.0,1,2,https://place.map.kakao.com/14600358,서울 노원구 한글비석로 369,중계동 157-33,패스트푸드
평창메밀막국수,3.3,4,3,https://place.map.kakao.com/17360930,서울 노원구 한글비석로20길 15-11,중계4동 142-18,국수
명륜진사갈비 상계역점,2.6,5,6,https://place.map.kakao.com/1521072166,서울 노원구 덕릉로87길 21,중계동 141,갈비
싸움의고수 은행사거리점,3.8,5,2,https://place.map.kakao.com/1659385755,서울 노원구 한글비석로 264 중계그랜드프라자 113호,중계동 366-6,"족발,보쌈"
써브웨이 중계은행사거리점,5.0,2,0,https://place.map.kakao.com/1374085143,서울 노원구 한글비석로 269 1층,중계동 359-9,샌드위치
옛날통닭,4.0,4,2,https://place.map.kakao.com/1285397795,서울 노원구 동일로203가길 29 브라운스톤 1층,중계동 506,치킨
장수한우곱창 상계점,4.1,10,5,https://place.map.kakao.com/145407990,서울 노원구 덕릉로83길 5 한화꿈에그린 더퍼스트 상가 1층 105호,중계동 606,"곱창,막창"
파리바게뜨 상계본점,5.0,3,1,https://place.map.kakao.com/1571223188,서울 노원구 한글비석로15길 3 파리바게뜨 상계본점,중계동 157-35,"제과,베이커리"
뚜레쥬르 중계브라운점,2.5,4,0,https://place.map.kakao.com/7849743,"서울 노원구 동일로203가길 29 브라운스톤중계 1층 185,186호",중계동 506,"제과,베이커리"
탐앤탐스 하계점,4.0,2,1,https://place.map.kakao.com/17083009,서울 노원구 섬밭로 258 1층,중계동 506-1,커피전문점
곤조참치,4.3,6,4,https://place.map.kakao.com/620791338,서울 노원구 덕릉로 721,중계동 137-39,"해물,생선"
배스킨라빈스 상계역점,2.5,8,3,https://place.map.kakao.com/10410434,서울 노원구 한글비석로 384 대호프라자상가,중계동 591,아이스크림
미스터짱닭치킨 상계역점,4.3,4,7,https://place.map.kakao.com/19661945,서울 노원구 한글비석로20길 17,중계동 142-51,치킨
얌샘김밥 중계역점,4.5,6,4,https://place.map.kakao.com/1796497210,서울 노원구 동일로 1279 중계그린아파트 B상가 101호,중계동 503,분식
도리연닭도리탕,5.0,1,14,https://place.map.kakao.com/244846284,서울 노원구 덕릉로83길 20-5,중계동 154-17,닭요리
옛촌냉면,3.3,3,3,https://place.map.kakao.com/13293729,서울 노원구 동일로 1279,중계동 502-1,냉면
수유다래함박스텍 중계점,3.3,6,10,https://place.map.kakao.com/1935352310,서울 노원구 덕릉로 699 1층,중계동 142-11,"스테이크,립"
미래수산,3.7,3,3,https://place.map.kakao.com/15319187,서울 노원구 동일로 1280,중계동 512,회
빽다방 중계은행사거리점,3.3,3,0,https://place.map.kakao.com/27095996,서울 노원구 한글비석로 235 하나프라자빌딩 105호,중계동 360-11,커피전문점
복촌닭한마리,5.0,2,22,https://place.map.kakao.com/19531893,서울 노원구 한글비석로20길 19 2층,중계동 142-50,국수
사카나,5.0,4,5,https://place.map.kakao.com/16082172,서울 노원구 한글비석로20길 33 1층,중계동 142-14,일본식주점
굽네치킨 중계1동점,5.0,1,0,https://place.map.kakao.com/1028864335,서울 노원구 덕릉로 591 1층 102호,중계동 413-8,치킨
가츠몽 중계은행사거리점,0.0,0,2,https://place.map.kakao.com/1666035904,서울 노원구 한글비석로 231 위성프라자 104호,중계동 360-13,"돈까스,우동"
땅스부대찌개 중계점,5.0,1,3,https://place.map.kakao.com/1803019295,서울 노원구 중계로 198 상가 1층,중계동 366,"찌개,전골"
메가커피 상계역점,5.0,3,2,https://place.map.kakao.com/757831707,서울 노원구 덕릉로83길 18,중계동 154-22,커피전문점
행복한밥집,5.0,1,4,https://place.map.kakao.com/16379574,서울 노원구 한글비석로 276,중계동 366-11,한식
후라이드참잘하는집 중계점,4.7,3,3,https://place.map.kakao.com/1515500122,서울 노원구 노원로 333,중계동 514-3,치킨
남원골추어탕,5.0,2,0,https://place.map.kakao.com/8881535,서울 노원구 덕릉로83길 9-16,중계동 154-39,추어
피자헛 중계본점,4.5,2,1,https://place.map.kakao.com/1096945990,서울 노원구 한글비석로15길 27,중계동 430-37,피자
카페109,0.0,0,1,https://place.map.kakao.com/1229879684,서울 노원구 덕릉로83길 6 1층,중계동 142-3,커피전문점
맘스터치 노원중계점,1.0,4,2,https://place.map.kakao.com/652160053,서울 노원구 한글비석로 233 1층,중계동 360-12,패스트푸드
왕골감자탕 중계점,1.0,2,5,https://place.map.kakao.com/1563223249,서울 노원구 한글비석로 273 1층,중계동 359-8,감자탕
메가커피 중계브라운스톤점,2.7,3,2,https://place.map.kakao.com/1443789514,"서울 노원구 동일로203가길 29 1층 173,174호",중계동 506,커피전문점
이코이바,4.5,2,6,https://place.map.kakao.com/16905243,서울 노원구 한글비석로20길 54,중계동 140-39,일본식주점
파파존스 중계점,5.0,3,13,https://place.map.kakao.com/21413910,서울 노원구 한글비석로 264 그랜드프라자 2층,중계동 366-6,피자
등촌샤브칼국수 중계점,5.0,1,7,https://place.map.kakao.com/1256863259,서울 노원구 한글비석로 270 스카이타워 104호,중계동 366-9,샤브샤브
옛날통닭1번지 중계점,5.0,5,2,https://place.map.kakao.com/1298195237,서울 노원구 중계로12가길 2 1층 105호,중계동 58-18,치킨
BBQ 중계은행점,1.2,14,4,https://place.map.kakao.com/18902985,서울 노원구 한글비석로 272 중원코아빌딩 1층 105호,중계동 366-10,치킨
투썸커피 하계CGV스윗바점,0.0,0,0,https://place.map.kakao.com/23078460,서울 노원구 섬밭로 258,중계동 506-1,커피전문점
카페 포레스트,3.0,4,10,https://place.map.kakao.com/1200256077,서울 노원구 한글비석로12길 51-49,중계동 산 101,카페
수유리우동집 상계직영점,2.7,9,0,https://place.map.kakao.com/20636837,서울 노원구 덕릉로83길 18,중계동 154-22,"돈까스,우동"
죽변항,0.0,0,5,https://place.map.kakao.com/2136395759,"서울 노원구 한글비석로 377 삼창상가 105, 107호",중계동 157-30,회
