Name,Score,Numberofscore,Review,Link,Addr1,Addr2,Typename
공차 광운대점,3.1,8,4,https://place.map.kakao.com/1483893178,서울 노원구 광운로 20 80주년 기념관 지하1층 내 복지매장,월계동 447-1,카페
설빙 서울광운대점,2.0,3,1,https://place.map.kakao.com/530741465,서울 노원구 광운로 25 2층,월계동 465-21,디저트카페
e푸른선참치 석계본점,4.3,4,1,https://place.map.kakao.com/9167092,서울 노원구 석계로1길 14,월계동 56-7,참치회
본죽 석계역점,3.3,3,2,https://place.map.kakao.com/26310162,서울 노원구 석계로 11-1 1층,월계동 63-9,죽
꽃제비칼국수,5.0,2,3,https://place.map.kakao.com/16297377,서울 노원구 광운로12길 13,월계동 407-16,국수
킹콩떡볶이 인덕대점,5.0,1,5,https://place.map.kakao.com/1755164268,서울 노원구 초안산로2길 124 1층,월계동 271-17,떡볶이
싸다김밥,2.2,6,3,https://place.map.kakao.com/1385352415,서울 노원구 광운로 65,월계동 383-25,한식
노랑통닭 월계점,3.4,5,5,https://place.map.kakao.com/1664834673,서울 노원구 초안산로2라길 35,월계동 276-19,치킨
신전떡볶이 광운대점,3.0,7,3,https://place.map.kakao.com/27232145,서울 노원구 광운로 52 1층,월계동 409-16,떡볶이
대명왕십리곱창,5.0,2,5,https://place.map.kakao.com/16502776,서울 노원구 석계로 18,월계동 64-9,"곱창,막창"
미스터피자 석계역점,0.0,0,0,https://place.map.kakao.com/44249129,서울 노원구 석계로1길 22 흥우빌딩 1층 105호,월계동 54-1,피자
진미통닭,4.0,4,2,https://place.map.kakao.com/2091088647,서울 노원구 광운로 45,월계동 393-1,치킨
언니떡볶이 동생브리또,3.0,3,5,https://place.map.kakao.com/1224186927,서울 노원구 광운로10길 3,월계동 403-8,떡볶이
서향,3.3,6,1,https://place.map.kakao.com/9163543,서울 노원구 석계로 95,월계동 411-53,중화요리
춘천닭갈비,1.3,4,6,https://place.map.kakao.com/16501039,서울 노원구 석계로 11,월계동 62-3,닭요리
착한족발 월계점,0.0,0,3,https://place.map.kakao.com/1377040460,서울 노원구 광운로 60 1층,월계동 383-27,"족발,보쌈"
오네스토테이블,2.5,6,7,https://place.map.kakao.com/27382316,0,월계동 925,이탈리안
양드림,5.0,3,7,https://place.map.kakao.com/2115946682,서울 노원구 광운로2가길 1,월계동 476-24,"육류,고기"
스트릿츄러스 광운대점,4.4,5,1,https://place.map.kakao.com/2086560602,서울 노원구 광운로 21 동해문화예술회관 1층,월계동 466,카페
커피랑도서관 강북본점,0.0,0,3,https://place.map.kakao.com/623107528,서울 노원구 석계로 102 주원21빌딩 8층,월계동 413-1,북카페
현덕육회,4.7,6,3,https://place.map.kakao.com/1431936902,서울 노원구 화랑로47길 4,월계동 26-19,"육류,고기"
임자구포국수,5.0,2,5,https://place.map.kakao.com/22137056,서울 노원구 월계로 370 희성프라자 1층 122호,월계동 321-2,국수
이디야커피 석계역점,1.3,4,1,https://place.map.kakao.com/16879086,서울 노원구 석계로3길 3,월계동 47-3,커피전문점
메가커피 광운대역점,3.3,3,0,https://place.map.kakao.com/1950122890,서울 노원구 석계로 103,월계동 410-7,커피전문점
본죽 월계점,5.0,5,0,https://place.map.kakao.com/15183424,서울 노원구 월계로 370 희성프라자 1층 126호,월계동 321-2,죽
날보러와요,1.0,1,3,https://place.map.kakao.com/27049063,서울 노원구 초안산로2라길 37,월계동 276-20,카페
예지네숯불왕갈비,5.0,1,2,https://place.map.kakao.com/1615591184,서울 노원구 월계로55길 64,월계동 320-4,갈비
이삭토스트 광운대점,5.0,2,0,https://place.map.kakao.com/20748760,서울 노원구 석계로13길 23,월계동 429-6,토스트
와플대학 광운대캠퍼스,4.0,6,9,https://place.map.kakao.com/22577995,서울 노원구 광운로 64 1층,월계동 383-4,"제과,베이커리"
60계 월계점,2.3,3,4,https://place.map.kakao.com/27607636,서울 노원구 마들로 31 한진한화그랑빌 주상가 지하1층,월계동 18-1,치킨
달렉스,5.0,2,6,https://place.map.kakao.com/1139833679,서울 노원구 초안산로2라길 19-20 1층,월계동 274-34,커피전문점
피자헤븐 월계점,5.0,4,33,https://place.map.kakao.com/23585237,서울 노원구 광운로 33 2층,월계동 402-19,피자
