Name,Score,Numberofscore,Review,Link,Addr,Typename
청년다방 상계역점,4.8,4,9,https://place.map.kakao.com/1287008852,서울 노원구 덕릉로83길 26 102호,떡볶이
설빙 상계역점,5.0,3,3,https://place.map.kakao.com/567336801,서울 노원구 덕릉로87길 21 2층,디저트카페
매일파스타,3.5,8,13,https://place.map.kakao.com/222388232,"서울 노원구 동일로203가길 29 브라운스톤상가 2층 226, 227호",양식
사이공본가 상계점,4.0,5,6,https://place.map.kakao.com/199879654,서울 노원구 덕릉로 699 1층105호,베트남음식
보노돈까스,4.9,8,8,https://place.map.kakao.com/21131937,서울 노원구 중계로8길 128,"돈까스,우동"
그남자의덮밥 중계점,4.0,5,61,https://place.map.kakao.com/2061208553,서울 노원구 동일로203가길 29 중계브라운스톤 156호,퓨전한식
송정낙지,1.0,1,10,https://place.map.kakao.com/1163481691,서울 노원구 덕릉로83길 16,"해물,생선"
교촌치킨 중계역점,2.7,7,1,https://place.map.kakao.com/16820460,서울 노원구 동일로 1279,치킨
이자카야심,3.0,1,15,https://place.map.kakao.com/1483918776,서울 노원구 덕릉로83길 20-10,일본식주점
국물명가전주콩나물국밥 상계역점,3.5,4,4,https://place.map.kakao.com/1315294173,서울 노원구 한글비석로 367,국밥
인생극장 상계역점,0.0,0,5,https://place.map.kakao.com/480154023,서울 노원구 한글비석로20길 39,갈비
뚜레쥬르 상계점,2.3,3,0,https://place.map.kakao.com/1603868737,서울 노원구 덕릉로 669,"제과,베이커리"
푸라닭치킨 상계역점,4.4,28,0,https://place.map.kakao.com/1865160358,서울 노원구 덕릉로83길 20-7 1층,치킨
채선당 중계점,3.0,1,2,https://place.map.kakao.com/8093485,서울 노원구 덕릉로 692 2층,샤브샤브
국빈,4.5,2,3,https://place.map.kakao.com/11558079,서울 노원구 중계로16가길 29,중화요리
동대문엽기떡볶이 중계점,4.5,4,9,https://place.map.kakao.com/26983981,서울 노원구 덕릉로 686 1층,떡볶이
평창메밀막국수,3.3,4,3,https://place.map.kakao.com/17360930,서울 노원구 한글비석로20길 15-11,국수
