Name,Score,Numberofscore,Review,Link,Addr,Typename
페페그라노,3.9,23,71,https://place.map.kakao.com/2026803402,서울 노원구 공릉로32길 5 1층,이탈리안
청학골,2.1,18,15,https://place.map.kakao.com/8580028,서울 노원구 동일로192길 6,갈비
스시쟁이,3.1,13,45,https://place.map.kakao.com/21766457,서울 노원구 공릉로 197,"초밥,롤"
버거킹 공릉역점,2.6,19,13,https://place.map.kakao.com/630873835,서울 노원구 동일로 1085,패스트푸드
루이스버거 공릉점,2.2,21,75,https://place.map.kakao.com/1753610905,서울 노원구 동일로192길 74 우은빌딩,햄버거
태릉양꼬치양갈비,4.1,8,16,https://place.map.kakao.com/1016347969,서울 노원구 공릉로 110 1층,양꼬치
미라쥬양과점,5.0,10,34,https://place.map.kakao.com/1840820291,서울 노원구 동일로196길 15 1층,디저트카페
로지다이닝키친,4.3,15,39,https://place.map.kakao.com/395667039,서울 노원구 공릉로43길 18 1층,일식
탐라도회,3.4,8,14,https://place.map.kakao.com/21328692,서울 노원구 동일로 1101 2층,회
맥도날드 과학기술대점,1.5,17,15,https://place.map.kakao.com/26518032,서울 노원구 공릉로 231,패스트푸드
아이엠돈까스,4.3,13,28,https://place.map.kakao.com/27404804,서울 노원구 동일로198길 60,"돈까스,우동"
오누이,4.6,18,46,https://place.map.kakao.com/216150274,서울 노원구 동일로187길 12-47 1층,카페
공릉우동집,3.3,18,47,https://place.map.kakao.com/16555583,서울 노원구 동일로192길 42,"돈까스,우동"
알러이,4.9,27,39,https://place.map.kakao.com/1682005121,서울 노원구 공릉로43길 15,아시아음식
마포생고기,3.0,8,17,https://place.map.kakao.com/12991364,서울 노원구 동일로190길 39,"육류,고기"
스타벅스 태릉입구역DT,4.5,6,8,https://place.map.kakao.com/944088477,서울 노원구 화랑로 469,커피전문점
블루마일스커피로스터즈,4.0,19,47,https://place.map.kakao.com/1454424295,서울 노원구 동일로190길 65 2층,디저트카페
대마에스시,4.2,5,40,https://place.map.kakao.com/288510513,서울 노원구 동일로 1093 지층,"초밥,롤"
비스킷플로어,3.8,36,61,https://place.map.kakao.com/1117657731,서울 노원구 동일로180길 61-7,카페
춘보만두,2.9,24,31,https://place.map.kakao.com/16055808,서울 노원구 섬밭로 56,한식
에이치큐브,3.9,35,14,https://place.map.kakao.com/26927344,"서울 노원구 노원로1길 73-12 지하1층,1,2층",카페
잔월,4.4,7,18,https://place.map.kakao.com/22080142,서울 노원구 동일로192길 38 지하1층,일본식주점
기린,3.9,13,1,https://place.map.kakao.com/270488437,서울 노원구 공릉로 209,일본식라면
